inputs,preds,labels
Trong khi tôi rất may mắn vì đã được thả ra thì rất nhiều đồng bào của tôi lại không được như vậy .,"Most of my time is very lucky , because there 's a lot of pain in my life that 's not going to be done in my","Even though I was really fortunate to get out , many other North Koreans have not been so lucky ."
Việc người Bắc Triều Tiên phải che dấu danh tính của mình và đấu tranh để tồn tại quả là một bi kịch .,The audience is to get to the kind of joy and the pain of being in the context of the ability .,It 's tragic that North Koreans have to hide their identities and struggle so hard just to survive .
"Kể cả khi đã học tiếng Trung và tìm được một công việc , thì cuộc sống của họ cũng có thể bị đảo lộn hoàn toàn chỉ trong một khoảng khắc .","Even in the Chinese , and one thing is in a life , their life can also be left in a very , very , very , very , very , very well","Even after learning a new language and getting a job , their whole world can be turned upside down in an instant ."
"Đó là lý do tại sao sau 10 năm che dấu danh tính thật tôi quyết định liều mình đi đến Hàn Quốc , để bắt đầu một cuộc sống mới một lần nữa .","That 's why , 10 years ago , I decided to go to the airport and to go to the next one to a new life that 's going to be .","That 's why , after 10 years of hiding my identity , I decided to risk going to South Korea , and I started a new life yet again ."
Việc ổn định cuộc sống ở đây khó khăn hơn nhiều so với tôi tưởng tượng .,The big life is that much more difficult is with me .,Settling down in South Korea was a lot more challenging than I had expected .
"Vì ở Hàn Quốc , tiếng Anh có vị trí vô cùng quan trọng , nên tôi đã bắt đầu học tiếng Anh , ngôn ngữ thứ ba của tôi .","Because in England , the English man has been really , so I started to talk to you , the language of my life was in my life .","English was so important in South Korea , so I had to start learning my third language ."
Tôi cũng nhận ra một khoảng cách rất lớn giữa người Nam và Bắc Triều Tiên .,"I also found a big set on the Middle East , and the Chinese is going to be in the","Also , I realized there was a wide gap between North and South ."
"Chúng tôi đều là người Triều Tiên , nhưng đã trở nên rất khác nhau do hậu quả của 67 năm bị chia cắt .","We 're all the Japanese soldiers , but they 're very different in the 1950s .","We are all Korean , but inside , we have become very different due to 67 years of division ."
Tôi đã trải qua một cuộc khủng hoảng về nguồn gốc của mình .,I ' ve spent a crisis of my dream .,I even went through an identity crisis .
Tôi là người Nam Triều Tiên hay Bắc Triều Tiên ?,I ' m the people that are the right ?,Am I South Korean or North Korean ?
Tôi đến từ đâu ? và Tôi là ai ?,Where do I come from ? What is you and you 're my question ?,Where am I from ? Who am I ?
"Bỗng nhiên , tôi chẳng có một đất nước nào để có thể tự hào gọi là Tổ quốc .","For instance , I have no country to be able to be the called The Jungle Book store .","Suddenly , there was no country I could proudly call my own ."
Mặc dù để thích ứng với cuộc sống ở Hàn Quốc thì không dễ chút nào Nhưng tôi đã lập một kế hoạch .,"Even though the life on the country is not too easy , but I became a building .","Even though adjusting to life in South Korea was not easy , I made a plan ."
và bắt đầu học để chuẩn bị cho kì thi đại học .,And we started to talk about the war in Iraq .,I started studying for the university entrance exam .
"Tuy vậy , ngay khi tôi vừa mới làm quen với cuộc sống ở đây , thì tôi được báo một tin khủng khiếp .","And even , in the same way , I just went to the life with life , I was just a terrible thing , and I","Just as I was starting to get used to my new life , I received a shocking phone call ."
"Chính quyền Bắc Triều Tiên đã phát hiện ra số tiền mà tôi gửi về cho gia đình , và , để trừng phạt , họ sẽ bắt gia đình tôi phải chuyển về một vùng bị cách ly ở nông thôn .","The irony for the second time is to show me to show you , and to get me to the family in a lot of time , they will just be in a very high school .","The North Korean authorities intercepted some money that I sent to my family , and , as a punishment , my family was going to be forcibly removed to a desolate location in the countryside ."
"Để họ có thể nhanh chóng thoát ra khỏi đó , tôi bắt đầu lập kế hoạch giúp gia đình mình trốn thoát .","To help them , they can be able to get rid of it , I started to use my family to be able to get","They had to get out quickly , so I started planning how to help them escape ."
Người Bắc Triều Tiên đã phải vượt qua những khoảng cách dường như không tưởng để đến với tự do .,The other thing that was to go in and not get was to the pain of the freedom that was not,North Koreans have to travel incredible distances on the path to freedom .
"Bời vì việc vượt biên từ Bắc sang Nam Triều Tiên gần như là không thể , vì thế , tôi phải bay sang Trung Quốc rồi lại đi ngược về phía biên giới Bắc Triều Tiên .","Because , in the middle of the North Carolina , I was not just as much as I was going to go to the North Valley , so I was going to go to the","It 's almost impossible to cross the border between North Korea and South Korea , so , ironically , I took a flight back to China and I headed toward the North Korean border ."
"Bởi vì gia đình tôi không biết tiếng Trung , nên tôi phải đi cùng mọi người qua 2000 dặm ở Trung Quốc rồi vào đến Đông Nam Á","Because family , I don ' t know , so I have to go to the China and then went in to the China and then went in to the","Since my family couldn 't speak Chinese , I had to guide them , somehow , through more than 2,000 miles in China and then into Southeast Asia ."
"Cuộc hành trình bằng xe buýt kéo dài khoảng 1 tuần , và đã vài lần chúng tôi suýt bị bắt .","It 's on the end of a week , and we ' ve got to get there and we 're going to get there","The journey by bus took one week , and we were almost caught several times ."
"Một lần , xe của chúng tôi bị chặn lại và bị khám xét bởi một cảnh sát Trung quốc .","One time , our car is released by the pain of the pain and the guy in the United States .","One time , our bus was stopped and boarded by a Chinese police officer ."
"Anh ta thu chứng minh thư của tất cả mọi người , và bắt đầu tra hỏi .","He 's the way to be Mowgli of all of everybody , and the question is , and the","He took everyone 's I.D. cards , and he started asking them questions ."
"Bởi vì gia đình tôi không hiểu tiếng Trung , nên tôi đã nghĩ rằng họ sẽ bị bắt .","Because family doesn ' t understand , the Chinese should be the Chinese , they were going to be caught in the room .","Since my family couldn 't understand Chinese , I thought my family was going to be arrested ."
"Khi người cảnh sát Trung Quốc đến gần họ , tôi đã ngay lập tức đứng dậy và nói với anh ta rằng đây là những người câm điếc mà tôi đang phải đi cùng .","When the Chinese man came to me , I was sitting in , and I was sitting on , and he was telling him that this is where he was in .","As the Chinese officer approached my family , I impulsively stood up , and I told him that these are deaf and dumb people that I was chaperoning ."
"Anh ta nhìn tôi đầy nghi ngờ , nhưng thật may mắn là anh ta tin lời tôi .","He looks at me , but I ' m so lucky , but he 's a great man .","He looked at me suspiciously , but luckily he believed me ."
"Và chúng tôi tiếp tục đi cho tới biên giới Lào , nhung tôi đã phải sử dụng gần như toàn bộ số tiền mà mình có để hối lộ cho những người canh gác biên giới Lào .","And we go to the Pacific , the National Institute for 2009 , I have had to use most of the most powerful things that I had in the world to have in the past was to","We made it all the way to the border of Laos , but I had to spend almost all my money to bribe the border guards in Laos ."
"Tuy nhiên , sau khi chúng tôi qua được biên giới , gia đình tôi lại bị bắt vào tù vì tội vượt biên trái phép .","But after that , we were through the El Ninos , my family had to be in pain in Baghdad because I was in the way that","But even after we got past the border , my family was arrested and jailed for illegal border crossing ."
"Sau khi tôi nộp tiền phạt và đưa hối lộ , gia đình tôi được thả ra trong một tháng , rồi lại bị bắt lần nữa ở thủ đô của Lào","After the time I would take the paper , the family and I was going to get to the one month , and then I was going to get to the last month in the","After I paid the fine and bribe , my family was released in one month , but soon after , my family was arrested and jailed again in the capital of Laos ."
Đó là thời điểm tuyệt vọng nhất trong cuộc đời tôi .,"It 's the most time in my life , in my life .",This was one of the lowest points in my life .
"Tôi đã làm đủ mọi cách để đưa gia đình mình đến với tự do , và chũng tôi gần như đã thành công nhưng họ lại bị bắt trong khi chúng tôi chỉ còn cách đại sứ quán Hàn Quốc một khoảng cách rất ngắn nữa thôi .","I ' ve done all the way to get my family to my family , and the reason I ' ve been able to get up with , and the most successful is that we 're going to be in a very short way .","I did everything to get my family to freedom , and we came so close , but my family was thrown in jail just a short distance from the South Korean embassy ."
"Tôi đi đi về về giữa phòng xuất nhập cảnh và đồn cảnh sát , tuyệt vọng tìm cách để đưa gia đình mình thoát khỏi đó , nhưng tôi không còn đủ tiền để hối lộ hay trả tiền phạt nữa .","And I was in the middle of the San Francisco , and the guy in the school to get to me , I was able to get to get to get rid of the family to the family to get","I went back and forth between the immigration office and the police station , desperately trying to get my family out , but I didn 't have enough money to pay a bribe or fine anymore ."
Tôi hoàn toàn tuyệt vọng .,I ' m always afraid .,I lost all hope .
"Đúng vào lúc đó , có một người đàn ông đã hỏi tôi , "" Có chuyện gì vậy ? ""","Right , there 's a man , and one of my students asked me , "" What do you like ? ""","At that moment , I heard one man 's voice ask me , "" What 's wrong ? """
Tôi vô cùng ngạc nhiên khi một người hoàn toàn xa lạ lại quan tâm tới mức hỏi tôi như vậy .,"So I was so interesting to one person to be a little bit of happiness , and I was thinking , well",I was so surprised that a total stranger cared enough to ask .
"Bằng vốn tiếng Anh ít ỏi của mình và một quyển từ điển , tôi đã kể cho cho ông ta nghe hoàn cảnh của gia đình tôi . Không một chút do dự , người đàn ông đó đã đi tới máy ATM. trả tất cả số tiền còn thiếu cho cả gia đình tôi và hai người Bắc Triều Tiên khác để họ được ra tù","And in the man 's sitting and a little bit of my God , I ' ve told him that the family of my family 's life is a little bit of a little bit of a little bit of being , and the man who is going to be born with a little bit of a little bit of him and a","In my broken English , and with a dictionary , I explained the situation , and without hesitating , the man went to the ATM and he paid the rest of the money for my family and two other North Koreans to get out of jail ."
"Tôi đã cám ơn ông ta bằng cả trái tim mình , và tôi cũng hỏi , "" Tại sao ông lại giúp đỡ tôi ? ""","I 'd thank him to his life , and I said , "" Why do you help me ? ""","I thanked him with all my heart , and I asked him , "" Why are you helping me ? """
""" Tôi không giúp đỡ cô , "" Ông ta trả lời .",""" I ' m not help , "" "" he said , "" he 's all the",""" I 'm not helping you , "" he said ."
""" ' Tôi đang giúp người Bắc Triều Tiên . """,""" I ' m going to help with "" Star Cage . """,""" I 'm helping the North Korean people . """
Tôi nhận ra rằng đó là một khoảng khắc có ý nghĩa vô cùng to lớn trong cuộc đời tôi .,I realized that it was a big thing that was very important for me in my life .,I realized that this was a symbolic moment in my life .
"Lòng tốt từ người đàn ông xa lạ trở thành biểu tượng hy vọng mới cho tôi và cả những người dân Bắc Triều Tiên khi mà chúng tôi đang rất cần nó , và ông ta đã cho tôi thấy lòng tốt từ những người xa lạ và sự hỗ trợ của cộng đồng quốc tế chính là những tia hy vọng mà người Bắc Triều Tiên chúng tôi đang tìm kiếm .","PM : A good woman that makes me more and less , and I ' m sure that we 're all going to have the time to have the people who are , and he 's going to be able to see the same thing , and he 's going to be able to be .","The kind stranger symbolized new hope for me and the North Korean people when we needed it most , and he showed me the kindness of strangers and the support of the international community are truly the rays of hope we North Korean people need ."
"Cuối cùng , sau một cuộc hành trình dài tôi và gia đình đã được đoàn tụ ở Hàn Quốc , nhưng đến được với tự do mới chỉ là một nửa của cuộc đấu tranh .","Finally , after a long time I was in my family , and my family had been in the ocean , but the only one was to be in the very long age of war","Eventually , after our long journey , my family and I were reunited in South Korea , but getting to freedom is only half the battle ."
"Rất nhiều người Bắc Triều Tiên đang bị chia cắt với gia đình của họ , và khi họ đến được một đất nước khác , họ phải bắt đầu từ đầu với rất ít hoặc gần như không có tiền bạc .","Many people were crying to be caught , and when they were born , they were going to be , they were going to start to be a little bit more , and they were like , "" No , they were","Many North Koreans are separated from their families , and when they arrive in a new country , they start with little or no money ."
"Vì thế chúng tôi có thể nhận sự trợ giúp từ cộng đồng quốc tế cho giáo dục , đào tạo tiếng Anh , dạy nghề , và nhiều lĩnh vực khác .","So we can find education in education , education , teach women , teach women and more in different ways .","So we can benefit from the international community for education , English language training , job training , and more ."
"Chúng tôi cũng có thể đóng vai trò như cầu nối giữa những người đang ở trong Bắc Triều Tiên với thế giới bên ngoài , bởi vì có rất nhiều người trong chúng tôi đang giữ liên lạc với những thành viên gia đình khác ở trong nước , và chúng tôi chia sẻ với họ thông tin và tiền bạc để có thể thay đổi Bắc Triều Tiên từ phía trong .","We also can also move to the middle of the middle , as the people in the world are in the world , because there 's lots of people in the world , we 're going to share with each other and we can share ourselves from ourselves .","We can also act as a bridge between the people inside North Korea and the outside world , because many of us stay in contact with family members still inside , and we send information and money that is helping to change North Korea from inside ."
"Tôi đã vô cùng may mắn khi nhận được rất nhiều sự giúp đỡ và được truyền cảm hứng trong suốt cuộc đời mình , vì vậy tôi muốn mình cũng có thể chung sức để mang đến cho đất nước tôi một cơ hội để phát triển cùng với sự hỗ trợ của quốc tế .","I was very lucky to have a lot of help and also try to help my life in my life , so I want to give you a lot of life to share with you how a community works .","I 've been so lucky , received so much help and inspiration in my life , so I want to help give aspiring North Koreans a chance to prosper with international support ."
"Tôi tin tưởng rằng các bạn sẽ nhìn thấy ngày càng nhiều người Bắc Triều Tiên thành công ở mọi nơi trên thế giới , kể cả trên sân khấu của TED","I believe that you 're going to see more and more people are going to be in the world , even if you 're in the TED stage .","I 'm confident that you will see more and more North Koreans succeeding all over the world , including the TED stage ."
Cám ơn các bạn .,Thank you .,Thank you .
Hôm nay tôi chỉ có một yêu cầu mà thôi .,I ' m going to have a question for now .,Today I have just one request .
Xin đừng nói với tôi rằng tôi bình thường .,Don ' t tell me that I am free .,Please don 't tell me I 'm normal .
Bây giờ tôi muốn giới thiệu các bạn với những người em trai của tôi,Now I want to show you with my friends and my friends .,Now I 'd like to introduce you to my brothers .
"Remi 22 tuổi , cao ráo và rất đẹp trai ,","The average , eight - year - old , is wonderful , wonderful , wonderful","Remi is 22 , tall and very handsome ."
"Em không nói được , nhưng em truyền đạt niềm vui theo cách mà ngay cả một số nhà hùng biện giỏi nhất cũng không thể làm được .","You don ' t say , but the word is in the way that the best thing is to be in the best way that you can ' t do .","He 's speechless , but he communicates joy in a way that some of the best orators cannot ."
Remi biết tình yêu là gì .,The audience is a good thing .,Remi knows what love is .
Em chia sẻ nó một cách vô điều kiện dù bất kể ra sao chăng nữa .,He 's working in the right order to be the 404 - minute .,He shares it unconditionally and he shares it regardless .
Em ấy không tham lam . Em không phân biệt màu da .,"He 's not asking help , "" I ' m not going to have the hell",He 's not greedy . He doesn 't see skin color .
"Em không quan tâm về sự khác biệt tôn giáo , và hãy hiểu rằng : Em ấy chưa từng nói dối .","You don ' t care about the difference , and the idea of God : I ' m not going to have a good choice","He doesn 't care about religious differences , and get this : He has never told a lie ."
"Khi em hát những bài hát từ thời thơ ấu của chúng tôi , cố gắng nhớ những từ mà đến tôi cũng không thể , em ấy gợi nhớ cho tôi một điều rằng : chúng ta biết ít về bộ não đến như thế nào , và cái ta chưa biết phải tuyệt vời đến thế nào .","When he died at the time , the same thing that tells us is that , I can ' t tell you how much it is , he 's going to be a little bit of a good , and the way we know the way we 're going to be .","When he sings songs from our childhood , attempting words that not even I could remember , he reminds me of one thing : how little we know about the mind , and how wonderful the unknown must be ."
Samuel 16 tuổi . Em cao ráo . Em cũng rất đẹp trai .,"The year I was in my front , he was mad . He was very sorry .",Samuel is 16 . He 's tall . He 's very handsome .
Em có một trí nhớ cực hoàn hảo .,"You have a wonderful feeling of good , wonderful message .",He has the most impeccable memory .
Nhưng cũng là có chọn lọc .,But there 's also a huge resource .,"He has a selective one , though ."
"Em không nhớ liệu em có xoáy thanh kẹo sô-cô-la của tôi không , nhưng em lại nhớ năm phát hành của từng bài hát trên iPod của tôi , các cuộc nói chuyện giữa chúng tôi từ em mới bốn tuổi , tè lên tay của tôi vào ngày Teletubbies lên sóng tập đầu tiên , và sinh nhật của Lady Gaga .","You don ' t have the my father - on - my - page room , but I remember the last year in the last year I was in my early school , the last year , the last year we were in the back - old talk , and the rest of my life was not going to be","He doesn 't remember if he stole my chocolate bar , but he remembers the year of release for every song on my iPod , conversations we had when he was four , weeing on my arm on the first ever episode of Teletubbies , and Lady Gaga 's birthday ."
Những chuyện này nghe thật tuyệt vời phải không ?,What 's great to hear is that great ?,Don 't they sound incredible ?
Nhưng hầu hết mọi người không đồng ý .,But most people don ' t agree to you .,But most people don 't agree .
"Và thực tế là vì tâm trí của các em tôi không phù hợp với phiên bản xã hội bình thường , các em thường bị cho qua và hiểu lầm .","And in fact , the mind that I didn ' t have to be able to figure out how much energy I was , and the result is to be able","And in fact , because their minds don 't fit into society 's version of normal , they 're often bypassed and misunderstood ."
"Nhưng điều khiến trái tim tôi nhẹ nhõm hơn và tâm hồn tôi mạnh mẽ hơn là rằng , mặc dù điều này là đúng , dù các em không được coi là bình thường , điều này chỉ có thể có nghĩa rằng : các em thật phi thường -- người tự kỉ và người phi thường .","But the thing that I 'd like to be more and the more powerful and my life is that , is that , if it 's not possible , you can ' t get the most powerful and the most powerful -- the most powerful thing is that is that you can do with the","But what lifted my heart and strengthened my soul was that even though this was the case , although they were not seen as ordinary , this could only mean one thing : that they were extraordinary -- autistic and extraordinary ."
"Với các bạn không quen lắm với cụm từ ' tự kỉ ' , nó là một rối loạn tổ hợp não bộ mà ảnh hưởng đến khả năng giao tiếp xã hội , học tập và đôi khi những kỷ năng về thể chất .","And with you not only have the capacity for the war , it 's a positive tool , but it 's a positive tool that can help us and , in order to connect with your own behavior .","Now , for you who may be less familiar with the term "" autism , "" it 's a complex brain disorder that affects social communication , learning and sometimes physical skills ."
"Triệu chứng bệnh ở mỗi cá nhân một khác , đó là lý do tại sao Remi là rất khác Sam .",The short problem for every single one is that the reason is that the reason is that the very very very powerful .,"It manifests in each individual differently , hence why Remi is so different from Sam ."
"Và trên toàn thế giới , cứ 20 phút lại có thêm một người được chẩn đoán mắc chứng tự kỷ , và mặc dù nó là một trong những chứng rối loạn phát triển với tốc độ nhanh nhất trên thế giới , ta không rõ nguyên nhân hoặc cách chữa trị .","And in the world , the two minutes , the number of people have a lot of people , and even if they are , in the same way , the most likely to be , the most powerful , the most powerful way in the world .","And across the world , every 20 minutes , one new person is diagnosed with autism , and although it 's one of the fastest-growing developmental disorders in the world , there is no known cause or cure ."
