inputs,preds,labels
A huge famine hit North Korea in the mid-1990s .,Nạn đói hoành hành ở Bắc Triều Tiên vào giữa thập niên 90.,"Vào giữa những năm 90 , Bắc Triều Tiên trải qua một nạn đói trầm trọng ."
"Ultimately , more than a million North Koreans died during the famine , and many only survived by eating grass , bugs and tree bark .","Cuối cùng, hơn một triệu người Bắc Triều tiên chết trong nạn đói, và nhiều người chỉ sống sót nhờ ăn cỏ, côn trùng và vỏ cây.","Nó khiến hơn một triệu người Triều Tiên chết trong nạn đói , và nhiều người chỉ sống sót phải ăn cỏ , sâu bọ và vỏ cây ."
"Power outages also became more and more frequent , so everything around me was completely dark at night except for the sea of lights in China , just across the river from my home .","Việc mất điện cũng ngày càng diễn ra thường xuyên, nên mọi thứ xung quanh tôi lúc đó hoàn toàn tối tăm ngoại trừ biển sáng ở Trung Quốc, ngay bên kia sông từ nhà tôi.","Việc cúp điện ngày càng xảy ra thường xuyên , vì thế mọi thứ xung quanh tôi đều chìm vào bóng tối khi đêm đến ngoại trừ ánh sáng đèn từ phía Trung Quốc chỉ cách nhà tôi một con sông ."
I always wondered why they had lights but we didn 't .,Tôi luôn tự hỏi tại sao họ lại có đèn nhưng chúng tôi thì không.,Tôi lúc nào cũng tự hỏi là tại sao họ lại có điện còn chúng tôi thì không .
This is a satellite picture showing North Korea at night compared to neighbors .,Đây là hình ảnh vệ tinh hiển thị Bắc Triều Tiên vào buổi tối so với hàng xóm.,Đây là một bức ảnh từ vệ tinh chụp Bắc Triều Tiên vào ban đêm trong tương quan với các nước xung quanh .
"This is the Amrok River , which serves as a part of the border between North Korea and China .","Đây là sông Amrot, hoạt động như một phần biên giới giữa Bắc Triều Tiên và Trung Quốc.",Đây là sông Áp Lục nó là biên giới tự nhiên giữa Bắc Triều Tiên và Trung Quốc .
"As you can see , the river can be very narrow at certain points , allowing North Koreans to secretly cross .","Như bạn có thể thấy, con sông có thể rất hẹp ở một số điểm nhất định, cho phép Bắc Triều tiên bí mật băng qua.",Có thể thấy là lòng sông có đoạn rất hẹp vì thế một số người Bắc Triều Tiên bí mật vượt sang Trung Quốc .
But many die .,Nhưng nhiều người đã chết.,Nhưng rất nhiều người đã chết .
"Sometimes , I saw dead bodies floating down the river .","Thỉnh thoảng, tôi thấy xác chết nổi trên sông.",Và tôi đã nhìn thấy xác họ nổi trên sông .
"I can 't reveal many details [ about ] how I left North Korea , but I only can say that during the ugly years of the famine I was sent to China to live with distant relatives .","Tôi không thể tiết lộ nhiều chi tiết về việc tôi đã rời Bắc Triều Tiên như thế nào, nhưng tôi chỉ có thể nói rằng trong những năm tháng tăm tối của nạn đói mà tôi được gửi tới Trung Quốc để sống với họ hàng xa",Tôi không thể nói cụ thể về việc mình đã trốn khỏi Bắc Triều Tiên như thế nào chỉ có thể nói rằng trong những năm tháng khốn khó vì nạn đói ấy tôi được gửi sang Trung Quốc để sống với một người họ hàng xa .
But I only thought that I would be separated from my family for a short time .,Nhưng tôi chỉ nghĩ rằng tôi sẽ bị tách rời khỏi gia đình trong một thời gian ngắn.,"Lúc đó , tôi chỉ nghĩ rằng mình sẽ phải xa gia đình một thời gian ngắn ."
I could have never imagined that it would take 14 years to live together .,Tôi không bao giờ có thể tưởng tượng rằng phải mất 14 năm để sống chung với nhau.,chứ không bao giờ tôi có thể tưởng tượng rằng tôi sẽ phải xa họ những 14 năm ròng .
"In China , it was hard living as a young girl without my family .","Ở Trung Quốc, sống như một cô gái trẻ mà không có gia đình tôi là rất khó khăn.","Ở Trung Quốc , cuộc sống của một cô bé bị cách ly khỏi gia đình như tôi rất khó khăn ."
"I had no idea what life was going to be like as a North Korean refugee , but I soon learned it 's not only extremely difficult , it 's also very dangerous , since North Korean refugees are considered in China as illegal migrants .","Tôi không hề biết cuộc sống sẽ như thế nào với tư cách là một người tị nạn Bắc Triều tiên, nhưng tôi sớm nhận ra rằng nó không chỉ cực kỳ khó khăn, mà còn rất nguy hiểm, vì những người tị nạn Bắc Triều","Tôi đã không tưởng được những gì xảy đến với cuộc sống của một người tị nạn từ Bắc Triều Tiên thì sẽ như thế nào , nhưng tôi sớm nhận ra rằng nó không những rất khó khăn , mà còn vô cùng nguy hiểm , vì những người tị nạn từ Bắc Triều Tiên vào Trung Quốc đều bị coi là dân nhập cư trái phép ."
"So I was living in constant fear that my identity could be revealed , and I would be repatriated to a horrible fate back in North Korea .","Vậy nên tôi đã sống trong sợ hãi rằng danh tính của tôi có thể được hé lộ, và tôi sẽ được hồi phục lại với một số phận khủng khiếp ở Bắc Triều Tiên.","Tôi luôn sống trong một nỗi sợ thường trực rằng danh tính của tôi sẽ bị phát hiện , và tôi sẽ bị trả về với cuộc sống cũ ở Bắc Triều Tiên ."
"One day , my worst nightmare came true , when I was caught by the Chinese police and brought to the police station for interrogation .","Một ngày, cơn ác mộng tồi tệ nhất của tôi đã thành sự thật, khi tôi bị cảnh sát Trung Quốc bắt và bị đưa tới đồn cảnh sát để thẩm vấn.","Một ngày , cơn ác mộng đó đã thành sự thật , tôi đã bị cảnh sát Trung Quốc bắt và đưa đến đồn cảnh sát để chất vấn ."
"Someone had accused me of being North Korean , so they tested my Chinese language abilities and asked me tons of questions .","Có người buộc tội tôi là người Bắc Triều tiên, nên họ kiểm tra khả năng ngôn ngữ Trung Quốc của tôi và hỏi tôi rất nhiều câu hỏi.","Có ai đó đã báo với họ rằng tôi là người Bắc Triều Tiên , vì thế họ đã kiểm tra khả năng tiếng Trung của tôi và hỏi tôi rất nhiều câu hỏi ."
"I was so scared , I thought my heart was going to explode .","Tôi đã rất sợ hãi, tôi nghĩ rằng trái tim của tôi sẽ nổ tung.","Tôi đã vô cùng sợ hãi , và có cảm giác như tim mình sắp nổ tung ."
"If anything seemed unnatural , I could be imprisoned and repatriated .","Nếu có điều gì có vẻ không tự nhiên, tôi có thể bị bỏ tù và hồi hương.","Vì nếu như họ thấy có điều gì không tự nhiên , tôi sẽ bị tống vào tù và rồi bị trả về nước ."
"I thought my life was over , but I managed to control all the emotions inside me and answer the questions .","Tôi nghĩ cuộc đời mình đã kết thúc, nhưng tôi đã xoay xở để kiểm soát tất cả những cảm xúc bên trong mình và trả lời những câu hỏi.","Tôi nghĩ cuộc đời mình đến đây là chấm dứt , nhưng tôi vẫn cố gắng điều khiển những cảm xúc của mình và trả lời những câu hỏi của họ ."
"After they finished questioning me , one official said to another , "" This was a false report .","Sau khi họ hỏi xong, một quan chức nói với một người khác, "" Đây là một báo cáo sai.","Sau khi hỏi xong , một trong hai cảnh sát nói với người kia , Đây là một vụ chỉ điểm sai ."
"She 's not North Korean . ""","Cô ấy không phải là người Bắc Triều tiên. ""","Nó không phải là người Bắc Triều Tiên . """
And they let me go . It was a miracle .,Và họ để tôi đi. Đó là một phép màu.,Và họ thả tôi ra . Đó quả là một phép màu .
"Some North Koreans in China seek asylum in foreign embassies , but many can be caught by the Chinese police and repatriated .","Một số người Bắc Triều tiên ở Trung Quốc tìm nơi tị nạn trong các khu vực thuộc nước ngoài, nhưng nhiều người có thể bị cảnh sát Trung Quốc bắt và hồi hương.","Một số người Bắc Triều Tiên ở Trung Quốc đã đến những đại sứ quán của nước ngoài để xin tị nạn , nhưng rất nhiều trong số đó đã bị bắt bởi cảnh sát Trung Quốc và bị trả về nước ."
These girls were so lucky .,Những cô gái này thật may mắn.,những cô gái này đã rất may mắn .
"Even though they were caught , they were eventually released after heavy international pressure .","Dù bị bắt, họ cuối cùng cũng được thả sau áp lực quốc tế nặng nề.","vì mặc dù đã bị bắt , nhưng cuối cùng học cũng được thả ra nhờ vào sức ép từ cộng đồng quốc tế ."
These North Koreans were not so lucky .,Những người Bắc Triều tiên này không may mắn như vậy.,Nhưng những người Bắc Triều Tiên này thì không được may mắn như vậy .
"Every year , countless North Koreans are caught in China and repatriated to North Korea , where they can be tortured , imprisoned or publicly executed .","Hàng năm, vô số người Bắc Triều tiên bị bắt ở Trung Quốc và hồi hương tới Bắc Triều Tiên, nơi họ có thể bị tra tấn, bỏ tù hoặc hành quyết công khai.","Hàng năm , có vô số người Bắc Triều Tiên bị bắt ở Trung Quốc và bị trả về nước , nơi mà họ bị tra tấn , bị giam cầm hoặc bị xử tử công khai ."
"Even though I was really fortunate to get out , many other North Koreans have not been so lucky .","Mặc dù tôi thực sự may mắn thoát ra được, rất nhiều người dân Bắc Triều tiên khác đã không may mắn như vậy.",Trong khi tôi rất may mắn vì đã được thả ra thì rất nhiều đồng bào của tôi lại không được như vậy .
It 's tragic that North Koreans have to hide their identities and struggle so hard just to survive .,Thật là bi kịch khi người Bắc Triều tiên phải che giấu danh tính của mình và đấu tranh vất vả chỉ để tồn tại.,Việc người Bắc Triều Tiên phải che dấu danh tính của mình và đấu tranh để tồn tại quả là một bi kịch .
"Even after learning a new language and getting a job , their whole world can be turned upside down in an instant .","Thậm chí sau khi học ngoại ngữ và tìm việc làm, cả thế giới của họ có thể bị đảo lộn ngay lập tức.","Kể cả khi đã học tiếng Trung và tìm được một công việc , thì cuộc sống của họ cũng có thể bị đảo lộn hoàn toàn chỉ trong một khoảng khắc ."
"That 's why , after 10 years of hiding my identity , I decided to risk going to South Korea , and I started a new life yet again .","Đó là lý do tại sao, sau 10 năm che giấu danh tính của mình, tôi quyết định mạo hiểm đến Hàn Quốc, và tôi lại bắt đầu một cuộc sống mới.","Đó là lý do tại sao sau 10 năm che dấu danh tính thật tôi quyết định liều mình đi đến Hàn Quốc , để bắt đầu một cuộc sống mới một lần nữa ."
Settling down in South Korea was a lot more challenging than I had expected .,Việc ổn định công việc ở Hàn Quốc khó khăn hơn rất nhiều so với tôi tưởng.,Việc ổn định cuộc sống ở đây khó khăn hơn nhiều so với tôi tưởng tượng .
"English was so important in South Korea , so I had to start learning my third language .","Tiếng Anh rất quan trọng ở Hàn Quốc, nên tôi phải bắt đầu học tiếng mẹ đẻ.","Vì ở Hàn Quốc , tiếng Anh có vị trí vô cùng quan trọng , nên tôi đã bắt đầu học tiếng Anh , ngôn ngữ thứ ba của tôi ."
"Also , I realized there was a wide gap between North and South .",Tôi cũng nhận ra có một khoảng cách lớn giữa Bắc và Nam.,Tôi cũng nhận ra một khoảng cách rất lớn giữa người Nam và Bắc Triều Tiên .
"We are all Korean , but inside , we have become very different due to 67 years of division .","Chúng ta đều là người Hàn Quốc, nhưng bên trong, chúng ta đã trở nên rất khác biệt bởi vì 67 năm của sự phân chia.","Chúng tôi đều là người Triều Tiên , nhưng đã trở nên rất khác nhau do hậu quả của 67 năm bị chia cắt ."
I even went through an identity crisis .,Tôi thậm chí đã trải qua cuộc khủng hoảng nhân dạng.,Tôi đã trải qua một cuộc khủng hoảng về nguồn gốc của mình .
Am I South Korean or North Korean ?,Tôi là Nam Triều tiên hay Bắc Triều tiên?,Tôi là người Nam Triều Tiên hay Bắc Triều Tiên ?
Where am I from ? Who am I ?,Tôi đến từ đâu? Tôi là ai?,Tôi đến từ đâu ? và Tôi là ai ?
"Suddenly , there was no country I could proudly call my own .","Đột nhiên, không có một đất nước nào mà tôi tự hào gọi là đất nước của mình.","Bỗng nhiên , tôi chẳng có một đất nước nào để có thể tự hào gọi là Tổ quốc ."
"Even though adjusting to life in South Korea was not easy , I made a plan .","Mặc dù thích nghi với cuộc sống ở Hàn Quốc không hề dễ dàng, tôi vẫn lập một kế hoạch.",Mặc dù để thích ứng với cuộc sống ở Hàn Quốc thì không dễ chút nào Nhưng tôi đã lập một kế hoạch .
I started studying for the university entrance exam .,Tôi bắt đầu học để thi vào đại học.,và bắt đầu học để chuẩn bị cho kì thi đại học .
"Just as I was starting to get used to my new life , I received a shocking phone call .","Ngay khi tôi bắt đầu quen với cuộc sống mới, tôi nhận được một cuộc gọi gây sốc.","Tuy vậy , ngay khi tôi vừa mới làm quen với cuộc sống ở đây , thì tôi được báo một tin khủng khiếp ."
"The North Korean authorities intercepted some money that I sent to my family , and , as a punishment , my family was going to be forcibly removed to a desolate location in the countryside .","Chính quyền Bắc Triều tiên ngăn chặn một số tiền mà tôi gửi đến gia đình mình, và, như một hình phạt, gia đình tôi sắp sửa bị đưa đến một nơi hoang vu hẻo lánh ở nông thôn.","Chính quyền Bắc Triều Tiên đã phát hiện ra số tiền mà tôi gửi về cho gia đình , và , để trừng phạt , họ sẽ bắt gia đình tôi phải chuyển về một vùng bị cách ly ở nông thôn ."
"They had to get out quickly , so I started planning how to help them escape .","Họ phải nhanh chóng thoát ra khỏi đó, nên tôi bắt đầu lên kế hoạch cách giúp họ trốn thoát.","Để họ có thể nhanh chóng thoát ra khỏi đó , tôi bắt đầu lập kế hoạch giúp gia đình mình trốn thoát ."
North Koreans have to travel incredible distances on the path to freedom .,Người Bắc Triều tiên phải di chuyển một quãng đường đáng kinh ngạc trên con đường tới tự do.,Người Bắc Triều Tiên đã phải vượt qua những khoảng cách dường như không tưởng để đến với tự do .
"It 's almost impossible to cross the border between North Korea and South Korea , so , ironically , I took a flight back to China and I headed toward the North Korean border .","Gần như là không thể vượt biên giữa Bắc Triều tiên và Hàn Quốc, vì vậy, trớ trêu thay, tôi đã bay về Trung Quốc và tôi hướng tới biên giới Bắc Triều tiên.","Bời vì việc vượt biên từ Bắc sang Nam Triều Tiên gần như là không thể , vì thế , tôi phải bay sang Trung Quốc rồi lại đi ngược về phía biên giới Bắc Triều Tiên ."
"Since my family couldn 't speak Chinese , I had to guide them , somehow , through more than 2,000 miles in China and then into Southeast Asia .","Vì gia đình tôi không thể nói tiếng Trung Quốc, tôi đã phải hướng dẫn họ, bằng cách nào đó, qua hơn 2000 dặm ở Trung Quốc và rồi tới Đông Nam Á.","Bởi vì gia đình tôi không biết tiếng Trung , nên tôi phải đi cùng mọi người qua 2000 dặm ở Trung Quốc rồi vào đến Đông Nam Á"
"The journey by bus took one week , and we were almost caught several times .","Chuyến đi bằng xe buýt mất một tuần, và chúng tôi gần như bị bắt vài lần.","Cuộc hành trình bằng xe buýt kéo dài khoảng 1 tuần , và đã vài lần chúng tôi suýt bị bắt ."
"One time , our bus was stopped and boarded by a Chinese police officer .","Một lần, xe buýt của chúng tôi bị một cảnh sát Trung Quốc chặn lại.","Một lần , xe của chúng tôi bị chặn lại và bị khám xét bởi một cảnh sát Trung quốc ."
"He took everyone 's I.D. cards , and he started asking them questions .","Ông lấy thẻ căn cước của tất cả mọi người, và bắt đầu hỏi họ những câu hỏi.","Anh ta thu chứng minh thư của tất cả mọi người , và bắt đầu tra hỏi ."
"Since my family couldn 't understand Chinese , I thought my family was going to be arrested .",Vì gia đình tôi không hiểu tiếng Trung Quốc nên tôi nghĩ gia đình mình sẽ bị bắt.,"Bởi vì gia đình tôi không hiểu tiếng Trung , nên tôi đã nghĩ rằng họ sẽ bị bắt ."
"As the Chinese officer approached my family , I impulsively stood up , and I told him that these are deaf and dumb people that I was chaperoning .","Khi viên cảnh sát Trung Quốc đến gần gia đình tôi, tôi khẩn trương đứng dậy, và tôi nói với ông rằng đó là những người điếc và ngớ ngẩn mà tôi dự tiệc.","Khi người cảnh sát Trung Quốc đến gần họ , tôi đã ngay lập tức đứng dậy và nói với anh ta rằng đây là những người câm điếc mà tôi đang phải đi cùng ."
"He looked at me suspiciously , but luckily he believed me .","Ông ta nhìn tôi một cách ngờ vực, nhưng may mắn là ông ta tin tôi.","Anh ta nhìn tôi đầy nghi ngờ , nhưng thật may mắn là anh ta tin lời tôi ."
"We made it all the way to the border of Laos , but I had to spend almost all my money to bribe the border guards in Laos .","Chúng tôi đi tới tận biên giới Lào, nhưng tôi phải tiêu gần hết số tiền của mình để hối lộ lính biên giới Lào.","Và chúng tôi tiếp tục đi cho tới biên giới Lào , nhung tôi đã phải sử dụng gần như toàn bộ số tiền mà mình có để hối lộ cho những người canh gác biên giới Lào ."
"But even after we got past the border , my family was arrested and jailed for illegal border crossing .","Nhưng ngay cả sau khi chúng tôi vượt biên, gia đình tôi đã bị bắt và bỏ tù vì tội vượt biên trái phép.","Tuy nhiên , sau khi chúng tôi qua được biên giới , gia đình tôi lại bị bắt vào tù vì tội vượt biên trái phép ."
"After I paid the fine and bribe , my family was released in one month , but soon after , my family was arrested and jailed again in the capital of Laos .","Sau khi tôi trả tiền phạt và hối lộ, gia đình tôi được thả trong vòng một tháng, nhưng không lâu sau đó, gia đình tôi lại bị bắt và bỏ tù ở thủ đô Lào.","Sau khi tôi nộp tiền phạt và đưa hối lộ , gia đình tôi được thả ra trong một tháng , rồi lại bị bắt lần nữa ở thủ đô của Lào"
This was one of the lowest points in my life .,Đây là một trong những điểm thấp nhất trong cuộc đời tôi.,Đó là thời điểm tuyệt vọng nhất trong cuộc đời tôi .
"I did everything to get my family to freedom , and we came so close , but my family was thrown in jail just a short distance from the South Korean embassy .","Tôi làm mọi thứ để giúp gia đình mình được tự do, và chúng tôi đến rất gần, nhưng gia đình tôi bị tống vào tù chỉ cách Đại sứ quán Hàn Quốc một quãng ngắn.","Tôi đã làm đủ mọi cách để đưa gia đình mình đến với tự do , và chũng tôi gần như đã thành công nhưng họ lại bị bắt trong khi chúng tôi chỉ còn cách đại sứ quán Hàn Quốc một khoảng cách rất ngắn nữa thôi ."
"I went back and forth between the immigration office and the police station , desperately trying to get my family out , but I didn 't have enough money to pay a bribe or fine anymore .","Tôi đã đi liên tục giữa văn phòng nhập cư và sở cảnh sát, cố gắng liều lĩnh để cứu gia đình mình ra, nhưng tôi không có đủ tiền để hối lộ hay phạt nữa.","Tôi đi đi về về giữa phòng xuất nhập cảnh và đồn cảnh sát , tuyệt vọng tìm cách để đưa gia đình mình thoát khỏi đó , nhưng tôi không còn đủ tiền để hối lộ hay trả tiền phạt nữa ."
I lost all hope .,Tôi đã mất hết hy vọng.,Tôi hoàn toàn tuyệt vọng .
"At that moment , I heard one man 's voice ask me , "" What 's wrong ? ""","Tại thời điểm đó, tôi nghe thấy tiếng nói của một người đàn ông hỏi tôi, "" Có chuyện gì vậy? ""","Đúng vào lúc đó , có một người đàn ông đã hỏi tôi , "" Có chuyện gì vậy ? """
I was so surprised that a total stranger cared enough to ask .,Tôi đã rất ngạc nhiên khi một người hoàn toàn xa lạ quan tâm đến việc hỏi han.,Tôi vô cùng ngạc nhiên khi một người hoàn toàn xa lạ lại quan tâm tới mức hỏi tôi như vậy .
"In my broken English , and with a dictionary , I explained the situation , and without hesitating , the man went to the ATM and he paid the rest of the money for my family and two other North Koreans to get out of jail .","Trong lần vỡ tiếng Anh, với một cuốn từ điển, tôi đã giải thích tình hình, và không do dự, người đàn ông đi đến máy ATM và anh ta trả phần còn lại tiền cho gia đình tôi và hai người Bắc Triều tiên","Bằng vốn tiếng Anh ít ỏi của mình và một quyển từ điển , tôi đã kể cho cho ông ta nghe hoàn cảnh của gia đình tôi . Không một chút do dự , người đàn ông đó đã đi tới máy ATM. trả tất cả số tiền còn thiếu cho cả gia đình tôi và hai người Bắc Triều Tiên khác để họ được ra tù"
"I thanked him with all my heart , and I asked him , "" Why are you helping me ? ""","Tôi cảm ơn ông bằng cả trái tim mình, và tôi hỏi ông, "" Tại sao ông lại giúp tôi? ""","Tôi đã cám ơn ông ta bằng cả trái tim mình , và tôi cũng hỏi , "" Tại sao ông lại giúp đỡ tôi ? """
""" I 'm not helping you , "" he said .",""" Tôi không giúp gì cho anh, "" ông nói.",""" Tôi không giúp đỡ cô , "" Ông ta trả lời ."
""" I 'm helping the North Korean people . """,""" Tôi đang giúp đỡ người dân Bắc Triều tiên. """,""" ' Tôi đang giúp người Bắc Triều Tiên . """
I realized that this was a symbolic moment in my life .,Tôi nhận ra rằng đó là thời khắc tượng trưng trong đời tôi.,Tôi nhận ra rằng đó là một khoảng khắc có ý nghĩa vô cùng to lớn trong cuộc đời tôi .
"The kind stranger symbolized new hope for me and the North Korean people when we needed it most , and he showed me the kindness of strangers and the support of the international community are truly the rays of hope we North Korean people need .","Người lạ đại loại tượng trưng cho hy vọng mới cho tôi và người dân Bắc Triều tiên khi chúng tôi cần nó nhất, và anh ấy đã cho tôi thấy sự tốt bụng của những người xa lạ và sự hỗ trợ của cộng đồng quốc tế","Lòng tốt từ người đàn ông xa lạ trở thành biểu tượng hy vọng mới cho tôi và cả những người dân Bắc Triều Tiên khi mà chúng tôi đang rất cần nó , và ông ta đã cho tôi thấy lòng tốt từ những người xa lạ và sự hỗ trợ của cộng đồng quốc tế chính là những tia hy vọng mà người Bắc Triều Tiên chúng tôi đang tìm kiếm ."
"Eventually , after our long journey , my family and I were reunited in South Korea , but getting to freedom is only half the battle .","Cuối cùng, sau cuộc hành trình dài, gia đình tôi và tôi được đoàn tụ ở Hàn Quốc, nhưng đi đến tự do chỉ bằng một nửa trận chiến.","Cuối cùng , sau một cuộc hành trình dài tôi và gia đình đã được đoàn tụ ở Hàn Quốc , nhưng đến được với tự do mới chỉ là một nửa của cuộc đấu tranh ."
"Many North Koreans are separated from their families , and when they arrive in a new country , they start with little or no money .","Rất nhiều người Bắc Triều tiên bị tách khỏi gia đình, và khi họ đến một đất nước mới, họ bắt đầu với ít hoặc không có tiền.","Rất nhiều người Bắc Triều Tiên đang bị chia cắt với gia đình của họ , và khi họ đến được một đất nước khác , họ phải bắt đầu từ đầu với rất ít hoặc gần như không có tiền bạc ."
"So we can benefit from the international community for education , English language training , job training , and more .","Vì vậy chúng ta có thể hưởng lợi từ cộng đồng quốc tế cho giáo dục, đào tạo tiếng Anh, đào tạo công việc, và nhiều nữa.","Vì thế chúng tôi có thể nhận sự trợ giúp từ cộng đồng quốc tế cho giáo dục , đào tạo tiếng Anh , dạy nghề , và nhiều lĩnh vực khác ."
"We can also act as a bridge between the people inside North Korea and the outside world , because many of us stay in contact with family members still inside , and we send information and money that is helping to change North Korea from inside .","Chúng ta cũng có thể đóng vai trò như một cây cầu nối giữa người dân Bắc Triều tiên và thế giới bên ngoài, bởi vì nhiều người trong chúng ta vẫn giữ liên lạc với các thành viên trong gia đình, và chúng ta gửi thông","Chúng tôi cũng có thể đóng vai trò như cầu nối giữa những người đang ở trong Bắc Triều Tiên với thế giới bên ngoài , bởi vì có rất nhiều người trong chúng tôi đang giữ liên lạc với những thành viên gia đình khác ở trong nước , và chúng tôi chia sẻ với họ thông tin và tiền bạc để có thể thay đổi Bắc Triều Tiên từ phía trong ."
"I 've been so lucky , received so much help and inspiration in my life , so I want to help give aspiring North Koreans a chance to prosper with international support .","Tôi đã rất may mắn, nhận được rất nhiều sự giúp đỡ và cảm hứng trong cuộc sống của mình, vì vậy tôi muốn giúp những người Bắc Triều tiên tràn đầy cảm hứng một cơ hội để phát triển thành công với sự hỗ trợ quốc","Tôi đã vô cùng may mắn khi nhận được rất nhiều sự giúp đỡ và được truyền cảm hứng trong suốt cuộc đời mình , vì vậy tôi muốn mình cũng có thể chung sức để mang đến cho đất nước tôi một cơ hội để phát triển cùng với sự hỗ trợ của quốc tế ."
"I 'm confident that you will see more and more North Koreans succeeding all over the world , including the TED stage .","Tôi tự tin rằng các bạn sẽ thấy ngày càng nhiều người Bắc Triều tiên thành công trên toàn thế giới, bao gồm cả diễn đàn TED.","Tôi tin tưởng rằng các bạn sẽ nhìn thấy ngày càng nhiều người Bắc Triều Tiên thành công ở mọi nơi trên thế giới , kể cả trên sân khấu của TED"
