Step	Training Loss	Validation Loss	Bleu	Ter	Rouge1	Rougel
18000	0.239800	0.288097	34.605238	52.533532	0.752129	0.678389
18250	0.243700	0.287283	34.812002	52.274347	0.754477	0.681288
18500	0.244600	0.288129	34.739062	52.193352	0.751838	0.678736
18750	0.245300	0.287901	34.623221	52.663124	0.752117	0.678288
19000	0.239600	0.288192	34.536433	52.556211	0.752236	0.678925
19250	0.247400	0.287871	34.466079	52.549731	0.751615	0.678723
19500	0.244500	0.288099	34.710327	52.309985	0.753673	0.680532
19750	0.245100	0.287870	34.630253	52.598328	0.751851	0.679287
20000	0.243900	0.288536	34.644793	52.484935	0.752480	0.679749
20250	0.246600	0.287813	34.587763	52.585369	0.752426	0.679073
20500	0.245200	0.287937	34.681474	52.339143	0.754259	0.680305
20750	0.241800	0.287583	34.395582	52.591849	0.752626	0.679396
21000	0.238400	0.288713	34.563898	52.436338	0.751552	0.678410
21250	0.234200	0.288712	34.483443	52.381261	0.752208	0.678948
21500	0.232500	0.288679	34.650391	52.290546	0.753767	0.680581
21750	0.232600	0.288971	34.442432	52.540012	0.751720	0.678481
22000	0.233400	0.288925	34.569535	52.562690	0.752625	0.678821
22250	0.238600	0.289514	34.551436	52.381261	0.751440	0.677981
22500	0.234200	0.289626	34.441588	52.497894	0.751520	0.677585
22750	0.233900	0.289363	34.593922	52.439578	0.752512	0.679121
23000	0.232200	0.289463	34.525191	52.481695	0.753027	0.679459
23250	0.234300	0.289507	34.432297	52.630726	0.752456	0.678347
23500	0.234600	0.289515	34.576305	52.423378	0.755927	0.681484
23750	0.235400	0.289634	34.493307	52.361822	0.753436	0.679981
24000	0.236600	0.289308	34.508890	52.501134	0.752473	0.678877
24250	0.235800	0.289545	34.454653	52.643686	0.752118	0.678529
24500	0.235900	0.289539	34.631501	52.400700	0.752927	0.679502
24750	0.235300	0.289798	34.594740	52.543251	0.752297	0.678988
25000	0.239200	0.289250	34.487818	52.426618	0.754231	0.680105
25250	0.223000	0.290312	34.649519	52.540012	0.753576	0.680114
25500	0.228500	0.290456	34.528229	52.455777	0.754807	0.680595
25750	0.229200	0.290738	34.640926	52.371542	0.751684	0.678085
26000	0.228300	0.291240	34.449279	52.552971	0.752228	0.678339
26250	0.227600	0.291488	34.345595	52.530292	0.752314	0.678304
26500	0.226800	0.291294	34.311404	52.633966	0.751529	0.677572
26750	0.225400	0.290639	34.451373	52.546491	0.751783	0.678674
27000	0.225400	0.291197	34.387727	52.504374	0.751414	0.678172
27250	0.226500	0.291320	34.485161	52.552971	0.751665	0.678004
27500	0.226300	0.290772	34.589606	52.459016	0.752079	0.679519
27750	0.226100	0.291098	34.361585	52.488175	0.752428	0.678358
28000	0.228800	0.291129	34.326145	52.410419	0.754117	0.680403
28250	0.228100	0.291153	34.519491	52.400700	0.753561	0.680261
28500	0.228400	0.290862	34.305193	52.679324	0.752277	0.678830
28750	0.227300	0.291258	34.467356	52.595088	0.753575	0.679180
29000	0.232900	0.291031	34.559018	52.468736	0.753631	0.679671
29250	0.224300	0.291368	34.560449	52.494654	0.753912	0.678687
29500	0.216400	0.292063	34.517452	52.517333	0.754512	0.679899
29750	0.219100	0.292350	34.500112	52.523813	0.752534	0.678793
30000	0.219200	0.292020	34.664747	52.345623	0.754454	0.680843
30250	0.219400	0.292669	34.488506	52.206311	0.753417	0.679643
30500	0.220600	0.292113	34.604324	52.452537	0.753472	0.679928
30750	0.222800	0.292533	34.350358	52.556211	0.752131	0.678221
31000	0.218700	0.292380	34.486867	52.452537	0.752675	0.678633
31250	0.222200	0.292313	34.588149	52.439578	0.753715	0.680198
31500	0.222200	0.292347	34.375924	52.695523	0.752555	0.678755
31750	0.223300	0.292704	34.617165	52.514093	0.752208	0.679307
32000	0.221300	0.292315	34.383206	52.523813	0.752533	0.678352
32250	0.221700	0.292228	34.433439	52.536772	0.752186	0.677860
32500	0.225100	0.292700	34.333668	52.663124	0.752301	0.678470
32750	0.225300	0.292077	34.401373	52.666364	0.753154	0.679202
33000	0.226100	0.292253	34.300853	52.578889	0.751793	0.678611
33250	0.221700	0.292295	34.337892	52.591849	0.752481	0.678538
33500	0.220700	0.292421	34.275865	52.637206	0.752148	0.678261
33750	0.214800	0.292514	34.368292	52.689043	0.751829	0.677967
34000	0.216600	0.293029	34.329284	52.702002	0.751709	0.677994
34250	0.215900	0.293012	34.525349	52.556211	0.751295	0.677877
34500	0.217700	0.292965	34.416318	52.510853	0.751597	0.678574
34750	0.216000	0.293103	34.362141	52.543251	0.752105	0.678586
35000	0.219800	0.293020	34.547682	52.410419	0.752500	0.679620
35250	0.221200	0.293055	34.443104	52.510853	0.752530	0.679353
35500	0.216000	0.293053	34.273942	52.663124	0.751054	0.677627
35750	0.216500	0.293292	34.302071	52.536772	0.751861	0.677793
36000	0.216000	0.293259	34.419504	52.507614	0.751413	0.677874
36250	0.215300	0.293047	34.386519	52.471976	0.751828	0.677827
36500	0.216000	0.293291	34.353553	52.533532	0.752023	0.678451
36750	0.219300	0.293247	34.449875	52.514093	0.751933	0.678079
37000	0.214600	0.293311	34.373529	52.562690	0.751991	0.678362
37250	0.217000	0.293330	34.427029	52.608048	0.751084	0.677297
37500	0.219200	0.293212	34.636159	52.510853	0.751741	0.678528
37750	0.210000	0.293555	34.521696	52.446057	0.752653	0.679411
38000	0.210900	0.293689	34.564794	52.569170	0.751889	0.678274
38250	0.218000	0.293487	34.488335	52.588609	0.752255	0.679032
38500	0.211200	0.293674	34.479109	52.617767	0.752243	0.679262
38750	0.217300	0.293676	34.442394	52.501134	0.752282	0.679276
39000	0.212500	0.293607	34.462774	52.468736	0.752388	0.679002
39250	0.215600	0.293675	34.379423	52.510853	0.752624	0.679402
39500	0.211600	0.293567	34.462554	52.514093	0.752719	0.679225
39750	0.210400	0.293551	34.430552	52.484935	0.752396	0.678942
40000	0.213100	0.293576	34.437984	52.510853	0.752562	0.678946
40250	0.216200	0.293517	34.431053	52.565930	0.753121	0.679380
40500	0.213100	0.293545	34.466043	52.494654	0.752099	0.678525
40750	0.211100	0.293575	34.501940	52.543251	0.752207	0.678912
41000	0.218000	0.293595	34.494352	52.488175	0.752383	0.679068
41250	0.218100	0.293574	34.495723	52.533532	0.752160	0.678757
41500	0.213100	0.293587	34.509502	52.559451	0.752252	0.678877
