inputs,preds,labels
Và tôi đã nhìn thấy xác họ nổi trên sông .,And I saw their bodies floating in the river.,"Sometimes , I saw dead bodies floating down the river ."
Tôi không thể nói cụ thể về việc mình đã trốn khỏi Bắc Triều Tiên như thế nào chỉ có thể nói rằng trong những năm tháng khốn khó vì nạn đói ấy tôi được gửi sang Trung Quốc để sống với một người họ hàng xa .,"I couldn 't tell you exactly how I had escaped North Korea, only to say that in those years, I was sent to China to live with a distant relative.","I can 't reveal many details [ about ] how I left North Korea , but I only can say that during the ugly years of the famine I was sent to China to live with distant relatives ."
"Lúc đó , tôi chỉ nghĩ rằng mình sẽ phải xa gia đình một thời gian ngắn .","At that point, I just thought that I 'd have to leave my family briefly.",But I only thought that I would be separated from my family for a short time .
chứ không bao giờ tôi có thể tưởng tượng rằng tôi sẽ phải xa họ những 14 năm ròng .,I never imagined that I would have to leave them for 14 years.,I could have never imagined that it would take 14 years to live together .
"Ở Trung Quốc , cuộc sống của một cô bé bị cách ly khỏi gia đình như tôi rất khó khăn .","In China, the life of a girl who was separated from her family was very difficult for me.","In China , it was hard living as a young girl without my family ."
"Tôi đã không tưởng được những gì xảy đến với cuộc sống của một người tị nạn từ Bắc Triều Tiên thì sẽ như thế nào , nhưng tôi sớm nhận ra rằng nó không những rất khó khăn , mà còn vô cùng nguy hiểm , vì những người tị nạn từ Bắc Triều Tiên vào Trung Quốc đều bị coi là dân nhập cư trái phép .","I had no idea what it would be like for a North Korean refugee's life, but I soon realized that it wasn 't only very difficult, but it was very dangerous, because the refugees from North Korea in China were","I had no idea what life was going to be like as a North Korean refugee , but I soon learned it 's not only extremely difficult , it 's also very dangerous , since North Korean refugees are considered in China as illegal migrants ."
"Tôi luôn sống trong một nỗi sợ thường trực rằng danh tính của tôi sẽ bị phát hiện , và tôi sẽ bị trả về với cuộc sống cũ ở Bắc Triều Tiên .","I always live in a constant fear that my identity will be discovered, and that I will be returned back to my old life in North Korea.","So I was living in constant fear that my identity could be revealed , and I would be repatriated to a horrible fate back in North Korea ."
"Một ngày , cơn ác mộng đó đã thành sự thật , tôi đã bị cảnh sát Trung Quốc bắt và đưa đến đồn cảnh sát để chất vấn .","One day, that nightmare came true, and I was picked up by the Chinese police and taken to the police station to question.","One day , my worst nightmare came true , when I was caught by the Chinese police and brought to the police station for interrogation ."
"Có ai đó đã báo với họ rằng tôi là người Bắc Triều Tiên , vì thế họ đã kiểm tra khả năng tiếng Trung của tôi và hỏi tôi rất nhiều câu hỏi .","Someone told them that I was North Korean, so they tested my Mandarin ability and asked me a lot of questions.","Someone had accused me of being North Korean , so they tested my Chinese language abilities and asked me tons of questions ."
"Tôi đã vô cùng sợ hãi , và có cảm giác như tim mình sắp nổ tung .","I was so scared, it felt like my heart was going to explode.","I was so scared , I thought my heart was going to explode ."
"Vì nếu như họ thấy có điều gì không tự nhiên , tôi sẽ bị tống vào tù và rồi bị trả về nước .","Because if they saw anything unnatural, I would go to jail and be sent back to the country.","If anything seemed unnatural , I could be imprisoned and repatriated ."
"Tôi nghĩ cuộc đời mình đến đây là chấm dứt , nhưng tôi vẫn cố gắng điều khiển những cảm xúc của mình và trả lời những câu hỏi của họ .","I thought my life was over, but I still tried to control my emotions and answer their questions.","I thought my life was over , but I managed to control all the emotions inside me and answer the questions ."
"Sau khi hỏi xong , một trong hai cảnh sát nói với người kia , Đây là một vụ chỉ điểm sai .","After asking the question, one of the police told the other, it was the wrong report.","After they finished questioning me , one official said to another , "" This was a false report ."
"Nó không phải là người Bắc Triều Tiên . ""","He's not North Korean. ""","She 's not North Korean . """
Và họ thả tôi ra . Đó quả là một phép màu .,And they let me go. It was a miracle.,And they let me go . It was a miracle .
"Một số người Bắc Triều Tiên ở Trung Quốc đã đến những đại sứ quán của nước ngoài để xin tị nạn , nhưng rất nhiều trong số đó đã bị bắt bởi cảnh sát Trung Quốc và bị trả về nước .","Some North Koreans in China went to foreign embassy to ask for asylum, but many of them were arrested by the Chinese police and sent back to their country.","Some North Koreans in China seek asylum in foreign embassies , but many can be caught by the Chinese police and repatriated ."
những cô gái này đã rất may mắn .,These girls were very lucky.,These girls were so lucky .
"vì mặc dù đã bị bắt , nhưng cuối cùng học cũng được thả ra nhờ vào sức ép từ cộng đồng quốc tế .","Because even though they were arrested, eventually they were released because of the pressure from the international community.","Even though they were caught , they were eventually released after heavy international pressure ."
Nhưng những người Bắc Triều Tiên này thì không được may mắn như vậy .,These North Koreans are not so fortunate.,These North Koreans were not so lucky .
"Hàng năm , có vô số người Bắc Triều Tiên bị bắt ở Trung Quốc và bị trả về nước , nơi mà họ bị tra tấn , bị giam cầm hoặc bị xử tử công khai .","Every year, countless North Koreans are arrested in China and sent back to their countries where they were tortured, imprisoned or publicly executed.","Every year , countless North Koreans are caught in China and repatriated to North Korea , where they can be tortured , imprisoned or publicly executed ."
Trong khi tôi rất may mắn vì đã được thả ra thì rất nhiều đồng bào của tôi lại không được như vậy .,"While I was fortunate to have been released, many of my people were not.","Even though I was really fortunate to get out , many other North Koreans have not been so lucky ."
Việc người Bắc Triều Tiên phải che dấu danh tính của mình và đấu tranh để tồn tại quả là một bi kịch .,It's tragic for North Koreans to hide their identity and struggle to survive.,It 's tragic that North Koreans have to hide their identities and struggle so hard just to survive .
"Kể cả khi đã học tiếng Trung và tìm được một công việc , thì cuộc sống của họ cũng có thể bị đảo lộn hoàn toàn chỉ trong một khoảng khắc .","Even if they had learned Chinese and found a job, their lives could be turned upside down in a single instant.","Even after learning a new language and getting a job , their whole world can be turned upside down in an instant ."
"Đó là lý do tại sao sau 10 năm che dấu danh tính thật tôi quyết định liều mình đi đến Hàn Quốc , để bắt đầu một cuộc sống mới một lần nữa .","That's why after 10 years of hiding my identity, I decided to risk going to Korea, to start a new life again.","That 's why , after 10 years of hiding my identity , I decided to risk going to South Korea , and I started a new life yet again ."
Việc ổn định cuộc sống ở đây khó khăn hơn nhiều so với tôi tưởng tượng .,It's a lot harder to settle down here than I had ever imagined.,Settling down in South Korea was a lot more challenging than I had expected .
"Vì ở Hàn Quốc , tiếng Anh có vị trí vô cùng quan trọng , nên tôi đã bắt đầu học tiếng Anh , ngôn ngữ thứ ba của tôi .","Since in Korea, English is so important, I started learning English, my third language.","English was so important in South Korea , so I had to start learning my third language ."
Tôi cũng nhận ra một khoảng cách rất lớn giữa người Nam và Bắc Triều Tiên .,I also realized a huge gap between South and North Korea.,"Also , I realized there was a wide gap between North and South ."
"Chúng tôi đều là người Triều Tiên , nhưng đã trở nên rất khác nhau do hậu quả của 67 năm bị chia cắt .","We were all Koreans, but we were very different because of the 67 years of division.","We are all Korean , but inside , we have become very different due to 67 years of division ."
Tôi đã trải qua một cuộc khủng hoảng về nguồn gốc của mình .,I had a crisis of my origins.,I even went through an identity crisis .
Tôi là người Nam Triều Tiên hay Bắc Triều Tiên ?,Am I a South Korean or a North Korean?,Am I South Korean or North Korean ?
Tôi đến từ đâu ? và Tôi là ai ?,Where do I come from? And who am I?,Where am I from ? Who am I ?
"Bỗng nhiên , tôi chẳng có một đất nước nào để có thể tự hào gọi là Tổ quốc .","Suddenly, I had no country to be proud of called my country.","Suddenly , there was no country I could proudly call my own ."
Mặc dù để thích ứng với cuộc sống ở Hàn Quốc thì không dễ chút nào Nhưng tôi đã lập một kế hoạch .,"It wasn 't easy to adapt to life in Korea, though, but I had a plan.","Even though adjusting to life in South Korea was not easy , I made a plan ."
và bắt đầu học để chuẩn bị cho kì thi đại học .,We started studying to prepare for our college exams.,I started studying for the university entrance exam .
"Tuy vậy , ngay khi tôi vừa mới làm quen với cuộc sống ở đây , thì tôi được báo một tin khủng khiếp .","And yet, as soon as I got used to this life, I was told a terrible news.","Just as I was starting to get used to my new life , I received a shocking phone call ."
"Chính quyền Bắc Triều Tiên đã phát hiện ra số tiền mà tôi gửi về cho gia đình , và , để trừng phạt , họ sẽ bắt gia đình tôi phải chuyển về một vùng bị cách ly ở nông thôn .","North Korean authorities discovered that the money I had sent back to their families, and, to punish them, they would force my family to move to a remote area in the countryside.","The North Korean authorities intercepted some money that I sent to my family , and , as a punishment , my family was going to be forcibly removed to a desolate location in the countryside ."
"Để họ có thể nhanh chóng thoát ra khỏi đó , tôi bắt đầu lập kế hoạch giúp gia đình mình trốn thoát .","So that they could quickly get out of there, I started planning to help my family escape.","They had to get out quickly , so I started planning how to help them escape ."
Người Bắc Triều Tiên đã phải vượt qua những khoảng cách dường như không tưởng để đến với tự do .,North Koreans have to go through incredible distances to reach freedom.,North Koreans have to travel incredible distances on the path to freedom .
"Bời vì việc vượt biên từ Bắc sang Nam Triều Tiên gần như là không thể , vì thế , tôi phải bay sang Trung Quốc rồi lại đi ngược về phía biên giới Bắc Triều Tiên .","Because crossing the border from North to South Korea was almost impossible, so I had to fly to China and go back to North Korea.","It 's almost impossible to cross the border between North Korea and South Korea , so , ironically , I took a flight back to China and I headed toward the North Korean border ."
"Bởi vì gia đình tôi không biết tiếng Trung , nên tôi phải đi cùng mọi người qua 2000 dặm ở Trung Quốc rồi vào đến Đông Nam Á","Because my family didn 't speak Mandarin, I had to travel 2,000 miles with people in China to go to Southeast Asia.","Since my family couldn 't speak Chinese , I had to guide them , somehow , through more than 2,000 miles in China and then into Southeast Asia ."
"Cuộc hành trình bằng xe buýt kéo dài khoảng 1 tuần , và đã vài lần chúng tôi suýt bị bắt .","The bus journey lasted about a week, and we were almost caught several times.","The journey by bus took one week , and we were almost caught several times ."
"Một lần , xe của chúng tôi bị chặn lại và bị khám xét bởi một cảnh sát Trung quốc .","Once, our car was stopped and inspected by a Chinese police officer.","One time , our bus was stopped and boarded by a Chinese police officer ."
"Anh ta thu chứng minh thư của tất cả mọi người , và bắt đầu tra hỏi .","He took everybody's ID, and he started asking questions.","He took everyone 's I.D. cards , and he started asking them questions ."
"Bởi vì gia đình tôi không hiểu tiếng Trung , nên tôi đã nghĩ rằng họ sẽ bị bắt .","Because my family didn 't understand Chinese, I thought they 'd be arrested.","Since my family couldn 't understand Chinese , I thought my family was going to be arrested ."
"Khi người cảnh sát Trung Quốc đến gần họ , tôi đã ngay lập tức đứng dậy và nói với anh ta rằng đây là những người câm điếc mà tôi đang phải đi cùng .","When the Chinese policeman approached them, I immediately stood up and told him that these were the deaf people that I was supposed to go with.","As the Chinese officer approached my family , I impulsively stood up , and I told him that these are deaf and dumb people that I was chaperoning ."
"Anh ta nhìn tôi đầy nghi ngờ , nhưng thật may mắn là anh ta tin lời tôi .","He looked at me suspiciously, but fortunately he believed me.","He looked at me suspiciously , but luckily he believed me ."
"Và chúng tôi tiếp tục đi cho tới biên giới Lào , nhung tôi đã phải sử dụng gần như toàn bộ số tiền mà mình có để hối lộ cho những người canh gác biên giới Lào .","And we went on and on to the border of Laos, but I had to spend almost all the money I had to bribe the security guards of the Laos border.","We made it all the way to the border of Laos , but I had to spend almost all my money to bribe the border guards in Laos ."
"Tuy nhiên , sau khi chúng tôi qua được biên giới , gia đình tôi lại bị bắt vào tù vì tội vượt biên trái phép .","However, after we crossed the border, my family was again arrested for illegal crossing.","But even after we got past the border , my family was arrested and jailed for illegal border crossing ."
"Sau khi tôi nộp tiền phạt và đưa hối lộ , gia đình tôi được thả ra trong một tháng , rồi lại bị bắt lần nữa ở thủ đô của Lào","After I paid the fine and bribed the bribe, my family was released for a month, and again I was arrested in the capital of Laos.","After I paid the fine and bribe , my family was released in one month , but soon after , my family was arrested and jailed again in the capital of Laos ."
Đó là thời điểm tuyệt vọng nhất trong cuộc đời tôi .,It was the most depressed moment in my life.,This was one of the lowest points in my life .
"Tôi đã làm đủ mọi cách để đưa gia đình mình đến với tự do , và chũng tôi gần như đã thành công nhưng họ lại bị bắt trong khi chúng tôi chỉ còn cách đại sứ quán Hàn Quốc một khoảng cách rất ngắn nữa thôi .","I did everything I could to get my family to freedom, and we were almost successful, but they got caught while we were just a little further from the Korean embassy.","I did everything to get my family to freedom , and we came so close , but my family was thrown in jail just a short distance from the South Korean embassy ."
"Tôi đi đi về về giữa phòng xuất nhập cảnh và đồn cảnh sát , tuyệt vọng tìm cách để đưa gia đình mình thoát khỏi đó , nhưng tôi không còn đủ tiền để hối lộ hay trả tiền phạt nữa .","I went back and forth between the immigration room and the police station, desperately trying to get my family out of it, but I couldn 't afford to bribe or pay the fine anymore.","I went back and forth between the immigration office and the police station , desperately trying to get my family out , but I didn 't have enough money to pay a bribe or fine anymore ."
Tôi hoàn toàn tuyệt vọng .,I was devastated.,I lost all hope .
"Đúng vào lúc đó , có một người đàn ông đã hỏi tôi , "" Có chuyện gì vậy ? ""","At the time, a man asked me, "" What's going on? ""","At that moment , I heard one man 's voice ask me , "" What 's wrong ? """
Tôi vô cùng ngạc nhiên khi một người hoàn toàn xa lạ lại quan tâm tới mức hỏi tôi như vậy .,I was so surprised when a total stranger cared enough to ask me that question.,I was so surprised that a total stranger cared enough to ask .
"Bằng vốn tiếng Anh ít ỏi của mình và một quyển từ điển , tôi đã kể cho cho ông ta nghe hoàn cảnh của gia đình tôi . Không một chút do dự , người đàn ông đó đã đi tới máy ATM. trả tất cả số tiền còn thiếu cho cả gia đình tôi và hai người Bắc Triều Tiên khác để họ được ra tù","In my tiny English language and a dictionary, I told him my family's situation. With no hesitation, the man went to the ATM machine, paying all the missing money for my family and two other North Koreans to","In my broken English , and with a dictionary , I explained the situation , and without hesitating , the man went to the ATM and he paid the rest of the money for my family and two other North Koreans to get out of jail ."
"Tôi đã cám ơn ông ta bằng cả trái tim mình , và tôi cũng hỏi , "" Tại sao ông lại giúp đỡ tôi ? ""","I thanked him with all my heart, and I asked him, "" Why are you helping me? ""","I thanked him with all my heart , and I asked him , "" Why are you helping me ? """
""" Tôi không giúp đỡ cô , "" Ông ta trả lời .",""" I'm not helping you, "" he said.",""" I 'm not helping you , "" he said ."
""" ' Tôi đang giúp người Bắc Triều Tiên . ""","""'I'm helping North Koreans. '",""" I 'm helping the North Korean people . """
Tôi nhận ra rằng đó là một khoảng khắc có ý nghĩa vô cùng to lớn trong cuộc đời tôi .,I realized that this was a significant moment in my life.,I realized that this was a symbolic moment in my life .
"Lòng tốt từ người đàn ông xa lạ trở thành biểu tượng hy vọng mới cho tôi và cả những người dân Bắc Triều Tiên khi mà chúng tôi đang rất cần nó , và ông ta đã cho tôi thấy lòng tốt từ những người xa lạ và sự hỗ trợ của cộng đồng quốc tế chính là những tia hy vọng mà người Bắc Triều Tiên chúng tôi đang tìm kiếm .","The kindness of strange men became a symbol of new hope for me and for North Koreans when we needed it so much, and he showed me that the kindness of strangers and the support of the international community was the kind of rays of hope","The kind stranger symbolized new hope for me and the North Korean people when we needed it most , and he showed me the kindness of strangers and the support of the international community are truly the rays of hope we North Korean people need ."
"Cuối cùng , sau một cuộc hành trình dài tôi và gia đình đã được đoàn tụ ở Hàn Quốc , nhưng đến được với tự do mới chỉ là một nửa của cuộc đấu tranh .","Finally, after a long journey, my family and I were reunited in Korea, but reaching freedom was only half of the struggle.","Eventually , after our long journey , my family and I were reunited in South Korea , but getting to freedom is only half the battle ."
"Rất nhiều người Bắc Triều Tiên đang bị chia cắt với gia đình của họ , và khi họ đến được một đất nước khác , họ phải bắt đầu từ đầu với rất ít hoặc gần như không có tiền bạc .","Many North Koreans are separated from their families, and when they reach another country, they have to start with very little or almost no money.","Many North Koreans are separated from their families , and when they arrive in a new country , they start with little or no money ."
"Vì thế chúng tôi có thể nhận sự trợ giúp từ cộng đồng quốc tế cho giáo dục , đào tạo tiếng Anh , dạy nghề , và nhiều lĩnh vực khác .","So we can get help from international communities for education, for training in English, for teaching in trade, and for many other fields.","So we can benefit from the international community for education , English language training , job training , and more ."
"Chúng tôi cũng có thể đóng vai trò như cầu nối giữa những người đang ở trong Bắc Triều Tiên với thế giới bên ngoài , bởi vì có rất nhiều người trong chúng tôi đang giữ liên lạc với những thành viên gia đình khác ở trong nước , và chúng tôi chia sẻ với họ thông tin và tiền bạc để có thể thay đổi Bắc Triều Tiên từ phía trong .","We can also act as bridges between people in North Korea and the outside world, because many of us are keeping in touch with other family members in the country, and we share with them information and money to be able to change North Korea","We can also act as a bridge between the people inside North Korea and the outside world , because many of us stay in contact with family members still inside , and we send information and money that is helping to change North Korea from inside ."
"Tôi đã vô cùng may mắn khi nhận được rất nhiều sự giúp đỡ và được truyền cảm hứng trong suốt cuộc đời mình , vì vậy tôi muốn mình cũng có thể chung sức để mang đến cho đất nước tôi một cơ hội để phát triển cùng với sự hỗ trợ của quốc tế .","I've been extremely fortunate to get so much help and inspiration throughout my life, so I wanted to be able to work together to give my country an opportunity to grow up with international support.","I 've been so lucky , received so much help and inspiration in my life , so I want to help give aspiring North Koreans a chance to prosper with international support ."
"Tôi tin tưởng rằng các bạn sẽ nhìn thấy ngày càng nhiều người Bắc Triều Tiên thành công ở mọi nơi trên thế giới , kể cả trên sân khấu của TED","I believe you will see more and more North Koreans succeeding everywhere in the world, even on the TED stage.","I 'm confident that you will see more and more North Koreans succeeding all over the world , including the TED stage ."
Cám ơn các bạn .,Thank you.,Thank you .
Hôm nay tôi chỉ có một yêu cầu mà thôi .,Today I have only one request.,Today I have just one request .
Xin đừng nói với tôi rằng tôi bình thường .,Please don 't tell me I'm normal.,Please don 't tell me I 'm normal .
Bây giờ tôi muốn giới thiệu các bạn với những người em trai của tôi,Now I want to introduce you to my brothers.,Now I 'd like to introduce you to my brothers .
"Remi 22 tuổi , cao ráo và rất đẹp trai ,","Remi is 22 years old, tall and very handsome.","Remi is 22 , tall and very handsome ."
"Em không nói được , nhưng em truyền đạt niềm vui theo cách mà ngay cả một số nhà hùng biện giỏi nhất cũng không thể làm được .","I couldn 't speak, but I imparted joy in a way that even some of the best oratory people couldn 't do.","He 's speechless , but he communicates joy in a way that some of the best orators cannot ."
Remi biết tình yêu là gì .,Remi knows what love is.,Remi knows what love is .
Em chia sẻ nó một cách vô điều kiện dù bất kể ra sao chăng nữa .,He shares it unconditionally no matter what.,He shares it unconditionally and he shares it regardless .
Em ấy không tham lam . Em không phân biệt màu da .,She's not greedy. I don 't know the color.,He 's not greedy . He doesn 't see skin color .
"Em không quan tâm về sự khác biệt tôn giáo , và hãy hiểu rằng : Em ấy chưa từng nói dối .","She doesn 't care about religious differences, and understand this : She's never lied.","He doesn 't care about religious differences , and get this : He has never told a lie ."
"Khi em hát những bài hát từ thời thơ ấu của chúng tôi , cố gắng nhớ những từ mà đến tôi cũng không thể , em ấy gợi nhớ cho tôi một điều rằng : chúng ta biết ít về bộ não đến như thế nào , và cái ta chưa biết phải tuyệt vời đến thế nào .","When he sings songs from our childhood, trying to remember words that I couldn 't relate to, he reminds me of one thing : how little we know about brains, and how we don 't yet know how","When he sings songs from our childhood , attempting words that not even I could remember , he reminds me of one thing : how little we know about the mind , and how wonderful the unknown must be ."
Samuel 16 tuổi . Em cao ráo . Em cũng rất đẹp trai .,Samuel is 16 years old. He's tall. He's also very handsome.,Samuel is 16 . He 's tall . He 's very handsome .
Em có một trí nhớ cực hoàn hảo .,You have the perfect memory.,He has the most impeccable memory .
Nhưng cũng là có chọn lọc .,But it's also selective.,"He has a selective one , though ."
"Em không nhớ liệu em có xoáy thanh kẹo sô-cô-la của tôi không , nhưng em lại nhớ năm phát hành của từng bài hát trên iPod của tôi , các cuộc nói chuyện giữa chúng tôi từ em mới bốn tuổi , tè lên tay của tôi vào ngày Teletubbies lên sóng tập đầu tiên , và sinh nhật của Lady Gaga .","She doesn 't remember spinning my chocolate candy bars, but she remembers the year of the release of every song on my iPod, every conversation between us from her four years old, peed on my hand on Teletub","He doesn 't remember if he stole my chocolate bar , but he remembers the year of release for every song on my iPod , conversations we had when he was four , weeing on my arm on the first ever episode of Teletubbies , and Lady Gaga 's birthday ."
Những chuyện này nghe thật tuyệt vời phải không ?,"Now, these things sound fantastic, don 't they?",Don 't they sound incredible ?
Nhưng hầu hết mọi người không đồng ý .,But most people disagree.,But most people don 't agree .
"Và thực tế là vì tâm trí của các em tôi không phù hợp với phiên bản xã hội bình thường , các em thường bị cho qua và hiểu lầm .","And in fact, since my siblings'minds don 't fit in with the normal version of society, they're routinely dismissed and misunderstood.","And in fact , because their minds don 't fit into society 's version of normal , they 're often bypassed and misunderstood ."
"Nhưng điều khiến trái tim tôi nhẹ nhõm hơn và tâm hồn tôi mạnh mẽ hơn là rằng , mặc dù điều này là đúng , dù các em không được coi là bình thường , điều này chỉ có thể có nghĩa rằng : các em thật phi thường -- người tự kỉ và người phi thường .","But what made my heart lighter and my soul stronger was that, although this was true, even though they were not seen as ordinary, this could only mean that they were extraordinary -- individuals of autism and extraordinary.","But what lifted my heart and strengthened my soul was that even though this was the case , although they were not seen as ordinary , this could only mean one thing : that they were extraordinary -- autistic and extraordinary ."
"Với các bạn không quen lắm với cụm từ ' tự kỉ ' , nó là một rối loạn tổ hợp não bộ mà ảnh hưởng đến khả năng giao tiếp xã hội , học tập và đôi khi những kỷ năng về thể chất .","For those of you who are not familiar with the term "" autism, "" it's a brain disorder that affects our ability to communicate socially, learn and sometimes our physical skills.","Now , for you who may be less familiar with the term "" autism , "" it 's a complex brain disorder that affects social communication , learning and sometimes physical skills ."
"Triệu chứng bệnh ở mỗi cá nhân một khác , đó là lý do tại sao Remi là rất khác Sam .","The symptoms in each individual are different, which is why Remi is so different from Sam.","It manifests in each individual differently , hence why Remi is so different from Sam ."
"Và trên toàn thế giới , cứ 20 phút lại có thêm một người được chẩn đoán mắc chứng tự kỷ , và mặc dù nó là một trong những chứng rối loạn phát triển với tốc độ nhanh nhất trên thế giới , ta không rõ nguyên nhân hoặc cách chữa trị .","And around the world, every 20 minutes more people are diagnosed with autism, and although it's one of the fastest growing disorders in the world, we don 't know why or how.","And across the world , every 20 minutes , one new person is diagnosed with autism , and although it 's one of the fastest-growing developmental disorders in the world , there is no known cause or cure ."
"Và tôi không thể nhớ thời điểm đầu tiên tôi tiếp cận với chứng tự kỷ , nhưng tôi không thể nhớ một ngày mà không có nó .","And I can 't remember the first moment I approached autism, but I couldn 't remember a day without it.","And I cannot remember the first moment I encountered autism , but I cannot recall a day without it ."
Tôi mới ba tuổi khi em tôi ra đời và tôi đã vô cùng phấn khích rằng có thêm một người mới trong đời .,"I was three years old when my brother was born, and I was so excited to have a new person in my life.","I was just three years old when my brother came along , and I was so excited that I had a new being in my life ."
