Step	Training Loss	Validation Loss	Bleu	Ter	Rouge1	Rougel
15000	1.001800	0.931559	7.604042	78.401280	0.412341	0.368878
15250	1.002300	0.927953	7.688558	78.325958	0.413995	0.371106
15500	0.996300	0.926708	7.766576	78.147067	0.415794	0.372567
15750	0.996100	0.923712	7.919211	78.245928	0.418260	0.373566
16000	0.986600	0.920364	7.955050	78.109406	0.419570	0.375393
16250	0.988200	0.917224	8.075858	77.582149	0.425575	0.380995
16500	0.985500	0.914425	8.194338	77.859900	0.423397	0.379536
16750	0.984800	0.913054	8.260551	77.596272	0.424273	0.381631
17000	0.978500	0.910439	8.415732	77.219659	0.427690	0.383362
17250	0.982300	0.908334	8.384414	77.384427	0.427202	0.382812
17500	0.979200	0.904406	8.432118	77.271443	0.430293	0.385096
17750	0.977500	0.902485	8.568459	77.144337	0.430542	0.386266
18000	0.958900	0.901156	8.576069	77.436211	0.429110	0.384368
18250	0.959500	0.898233	8.829191	77.083137	0.431090	0.386581
18500	0.962600	0.896664	8.811914	76.927785	0.429840	0.387147
18750	0.966600	0.894571	8.856628	77.252613	0.432888	0.388250
19000	0.956200	0.891675	8.893505	77.285566	0.429843	0.385496
19250	0.966900	0.889444	9.003679	77.214952	0.432689	0.388286
19500	0.954900	0.887456	9.124519	76.993692	0.434827	0.389973
19750	0.957900	0.886005	9.227721	76.734771	0.434806	0.389821
20000	0.945100	0.884125	9.209296	76.786555	0.435456	0.390133
20250	0.948200	0.881953	9.268570	76.744186	0.436718	0.391658
20500	0.943500	0.881168	9.319876	76.715940	0.433865	0.391167
20750	0.940500	0.878809	9.256061	76.570003	0.438009	0.393140
21000	0.942500	0.877089	9.405705	76.871293	0.436517	0.392365
21250	0.942500	0.875001	9.465343	76.522926	0.436819	0.393018
21500	0.934500	0.873649	9.472936	76.494680	0.441052	0.396147
21750	0.944900	0.872259	9.390609	76.395820	0.440584	0.395528
22000	0.932200	0.869487	9.414966	76.645325	0.439741	0.394476
22250	0.946700	0.868051	9.584151	76.329912	0.441111	0.395307
22500	0.931000	0.866385	9.510247	76.381697	0.441110	0.395367
22750	0.927700	0.864872	9.610698	76.320497	0.440212	0.396336
23000	0.929700	0.863968	9.718435	76.311082	0.442863	0.397021
23250	0.930100	0.862223	9.850952	76.052161	0.445375	0.400322
23500	0.926200	0.860721	9.936575	75.915639	0.443956	0.399638
23750	0.925400	0.858712	9.967990	76.042746	0.446046	0.401264
24000	0.925900	0.857639	10.096671	75.877978	0.446397	0.402017
24250	0.925300	0.856143	10.175190	76.014500	0.444481	0.401000
24500	0.926700	0.854629	10.117966	75.736748	0.445366	0.401312
24750	0.918200	0.854712	10.217045	75.896808	0.445830	0.401858
25000	0.922200	0.851939	10.202913	75.830901	0.447015	0.401962
25250	0.921500	0.851179	10.360602	75.732040	0.448666	0.403928
25500	0.911100	0.849694	10.272043	75.868562	0.447008	0.402194
25750	0.918800	0.848693	10.276174	75.647303	0.449982	0.404951
26000	0.913600	0.847645	10.345470	75.807363	0.449043	0.404762
26250	0.922100	0.846621	10.462485	75.487242	0.451472	0.407892
26500	0.910000	0.845007	10.428833	75.562565	0.448986	0.405839
26750	0.905300	0.844070	10.413072	75.534319	0.451794	0.407535
27000	0.905000	0.843697	10.540369	75.487242	0.451758	0.407736
27250	0.913500	0.843070	10.560556	75.327182	0.452559	0.408576
27500	0.906700	0.840387	10.629209	75.444873	0.452537	0.408393
27750	0.902600	0.839736	10.544614	75.284813	0.453074	0.409466
28000	0.908100	0.838810	10.660547	75.284813	0.455547	0.411442
28250	0.899500	0.837738	10.643213	75.383674	0.453473	0.410070
28500	0.907000	0.837646	10.650279	75.388382	0.453337	0.409119
28750	0.903600	0.836335	10.739483	75.313059	0.455209	0.411472
29000	0.911700	0.835543	10.758739	75.247152	0.455721	0.411514
29250	0.900100	0.834555	10.757329	75.185952	0.454988	0.410909
29500	0.892500	0.833318	10.858246	75.091799	0.454998	0.411348
29750	0.897000	0.832903	10.880794	75.077676	0.457176	0.412951
30000	0.899000	0.831623	10.780874	75.265982	0.455298	0.410280
30250	0.893700	0.831053	10.812154	75.063553	0.456747	0.413286
30500	0.896100	0.830248	10.855250	75.143583	0.457235	0.412929
30750	0.900600	0.829723	10.943592	75.025892	0.457687	0.413874
31000	0.888200	0.828807	10.802195	75.148291	0.456015	0.411811
31250	0.897900	0.827812	10.814122	74.875247	0.457076	0.413507
31500	0.899100	0.827135	10.891732	74.856417	0.458300	0.414424
31750	0.893000	0.826509	10.931727	74.969400	0.459407	0.415042
32000	0.892800	0.825865	11.039062	74.856417	0.459129	0.415572
32250	0.887300	0.825274	10.983367	75.035307	0.458136	0.414745
32500	0.894700	0.824349	10.905021	75.035307	0.458091	0.414885
32750	0.898100	0.823543	10.969078	74.922324	0.459772	0.415440
33000	0.894500	0.822916	10.972579	74.959985	0.458621	0.415112
33250	0.890500	0.822863	11.068211	74.865832	0.459588	0.415884
33500	0.891200	0.821890	11.029868	74.828171	0.460945	0.417081
33750	0.890800	0.821309	11.052303	74.809340	0.461285	0.416666
34000	0.884700	0.821189	11.087364	74.682233	0.461172	0.417708
34250	0.890400	0.820674	11.025102	74.781094	0.459885	0.416007
34500	0.890200	0.820371	10.992115	74.861124	0.459446	0.415366
34750	0.887500	0.819892	11.067214	74.696356	0.461642	0.417344
35000	0.888500	0.819480	11.199964	74.583373	0.462673	0.418558
35250	0.885500	0.818967	11.154836	74.701064	0.461443	0.418270
35500	0.888200	0.818257	11.157596	74.705772	0.460943	0.417297
35750	0.883100	0.817896	11.136658	74.635157	0.462180	0.418523
36000	0.881900	0.817461	11.221197	74.649280	0.461815	0.417901
36250	0.879200	0.817413	11.269516	74.385651	0.462369	0.419192
36500	0.882700	0.817116	11.270089	74.583373	0.462395	0.418929
36750	0.890500	0.816068	11.305302	74.418605	0.464837	0.420454
37000	0.880300	0.816323	11.315746	74.357405	0.463152	0.419814
37250	0.878200	0.816297	11.335717	74.324452	0.463925	0.420552
37500	0.879500	0.816331	11.295830	74.508050	0.462985	0.419643
37750	0.873700	0.815917	11.279245	74.442143	0.462336	0.419049
38000	0.881500	0.815693	11.342169	74.475097	0.463437	0.419622
38250	0.888600	0.815161	11.307758	74.451558	0.463186	0.420100
38500	0.876200	0.815078	11.326251	74.385651	0.464323	0.420679
38750	0.884300	0.814706	11.398963	74.343282	0.464915	0.421150
39000	0.880300	0.814615	11.309243	74.329159	0.464053	0.420119
39250	0.882700	0.814623	11.328777	74.451558	0.462804	0.419380
39500	0.874900	0.814376	11.408448	74.291498	0.464396	0.421024
39750	0.873700	0.814213	11.347434	74.366820	0.463777	0.420346
40000	0.875700	0.814003	11.359607	74.357405	0.464388	0.420920
40250	0.886000	0.813967	11.349502	74.282083	0.463924	0.420757
40500	0.884300	0.813862	11.363786	74.418605	0.463203	0.419916
40750	0.872600	0.813927	11.354252	74.371528	0.463216	0.419772
41000	0.877700	0.813894	11.336277	74.395066	0.463134	0.419653
41250	0.890900	0.813850	11.334885	74.418605	0.463340	0.419721
41500	0.878800	0.813816	11.346388	74.399774	0.463420	0.419656
