inputs,preds,labels
"Tôi đã không tưởng được những gì xảy đến với cuộc sống của một người tị nạn từ Bắc Triều Tiên thì sẽ như thế nào , nhưng tôi sớm nhận ra rằng nó không những rất khó khăn , mà còn vô cùng nguy hiểm , vì những người tị nạn từ Bắc Triều Tiên vào Trung Quốc đều bị coi là dân nhập cư trái phép .","I didn 't see what happened to a man in the United States, but I found that it wasn 't very good, because people in the United States were the only ones who were able to get the job done","I had no idea what life was going to be like as a North Korean refugee , but I soon learned it 's not only extremely difficult , it 's also very dangerous , since North Korean refugees are considered in China as illegal migrants ."
"Tôi luôn sống trong một nỗi sợ thường trực rằng danh tính của tôi sẽ bị phát hiện , và tôi sẽ bị trả về với cuộc sống cũ ở Bắc Triều Tiên .","I'm always in a position of understanding that my life is going to be a little bit more complicated, and I'm going to be in the middle of the world.","So I was living in constant fear that my identity could be revealed , and I would be repatriated to a horrible fate back in North Korea ."
"Một ngày , cơn ác mộng đó đã thành sự thật , tôi đã bị cảnh sát Trung Quốc bắt và đưa đến đồn cảnh sát để chất vấn .","One day, all of that was really amazing, I was in the middle of the Chinese and I was in the middle of the Chinese.","One day , my worst nightmare came true , when I was caught by the Chinese police and brought to the police station for interrogation ."
"Có ai đó đã báo với họ rằng tôi là người Bắc Triều Tiên , vì thế họ đã kiểm tra khả năng tiếng Trung của tôi và hỏi tôi rất nhiều câu hỏi .","Someone said to them that I was a British citizen, because they were able to make my country a better place and I had a lot of questions.","Someone had accused me of being North Korean , so they tested my Chinese language abilities and asked me tons of questions ."
"Tôi đã vô cùng sợ hãi , và có cảm giác như tim mình sắp nổ tung .","I've been a little bit nervous, and I've been feeling like a sexy.","I was so scared , I thought my heart was going to explode ."
"Vì nếu như họ thấy có điều gì không tự nhiên , tôi sẽ bị tống vào tù và rồi bị trả về nước .","So if they see something that is not so good, I 'll be able to go to school and go to school.","If anything seemed unnatural , I could be imprisoned and repatriated ."
"Tôi nghĩ cuộc đời mình đến đây là chấm dứt , nhưng tôi vẫn cố gắng điều khiển những cảm xúc của mình và trả lời những câu hỏi của họ .","I think the next step is to make a decision, but I'm also going to look at my own feelings and ask their questions.","I thought my life was over , but I managed to control all the emotions inside me and answer the questions ."
"Sau khi hỏi xong , một trong hai cảnh sát nói với người kia , Đây là một vụ chỉ điểm sai .","After a few minutes, one of the two words with the audience, this is a very sad thing.","After they finished questioning me , one official said to another , "" This was a false report ."
"Nó không phải là người Bắc Triều Tiên . ""","It's not the American. ""","She 's not North Korean . """
Và họ thả tôi ra . Đó quả là một phép màu .,And they told me. That's a very simple idea.,And they let me go . It was a miracle .
"Một số người Bắc Triều Tiên ở Trung Quốc đã đến những đại sứ quán của nước ngoài để xin tị nạn , nhưng rất nhiều trong số đó đã bị bắt bởi cảnh sát Trung Quốc và bị trả về nước .","Some of the Chinese people in China were in the middle of the world, but many of them were in the middle of the world and in the middle of the world.","Some North Koreans in China seek asylum in foreign embassies , but many can be caught by the Chinese police and repatriated ."
những cô gái này đã rất may mắn .,These women are very happy.,These girls were so lucky .
"vì mặc dù đã bị bắt , nhưng cuối cùng học cũng được thả ra nhờ vào sức ép từ cộng đồng quốc tế .","Because the brain is swollen, but the brain is swollen as the brain is swollen.","Even though they were caught , they were eventually released after heavy international pressure ."
Nhưng những người Bắc Triều Tiên này thì không được may mắn như vậy .,These Indians are not as good as this.,These North Koreans were not so lucky .
"Hàng năm , có vô số người Bắc Triều Tiên bị bắt ở Trung Quốc và bị trả về nước , nơi mà họ bị tra tấn , bị giam cầm hoặc bị xử tử công khai .","Over the last year, there was a population of people in China and in China, where they were, because they were a little bit more apathetic.","Every year , countless North Koreans are caught in China and repatriated to North Korea , where they can be tortured , imprisoned or publicly executed ."
Trong khi tôi rất may mắn vì đã được thả ra thì rất nhiều đồng bào của tôi lại không được như vậy .,And when I was very young I realized that a lot of my brain was not as good as that.,"Even though I was really fortunate to get out , many other North Koreans have not been so lucky ."
Việc người Bắc Triều Tiên phải che dấu danh tính của mình và đấu tranh để tồn tại quả là một bi kịch .,The American government has to pay for the re-election of the country and to get the re-election to the country as a whole.,It 's tragic that North Koreans have to hide their identities and struggle so hard just to survive .
"Kể cả khi đã học tiếng Trung và tìm được một công việc , thì cuộc sống của họ cũng có thể bị đảo lộn hoàn toàn chỉ trong một khoảng khắc .","When they're in China and a job, their life can be a whole lot more complicated in a way.","Even after learning a new language and getting a job , their whole world can be turned upside down in an instant ."
"Đó là lý do tại sao sau 10 năm che dấu danh tính thật tôi quyết định liều mình đi đến Hàn Quốc , để bắt đầu một cuộc sống mới một lần nữa .","It's why after 10 years of a re-evaluation of my life in the Middle East, I started a long life.","That 's why , after 10 years of hiding my identity , I decided to risk going to South Korea , and I started a new life yet again ."
Việc ổn định cuộc sống ở đây khó khăn hơn nhiều so với tôi tưởng tượng .,The life of this war has been much more difficult for me.,Settling down in South Korea was a lot more challenging than I had expected .
"Vì ở Hàn Quốc , tiếng Anh có vị trí vô cùng quan trọng , nên tôi đã bắt đầu học tiếng Anh , ngôn ngữ thứ ba của tôi .","For the Middle East, the United States has a strong economic climate, so I started studying the United States, the second language of my life.","English was so important in South Korea , so I had to start learning my third language ."
Tôi cũng nhận ra một khoảng cách rất lớn giữa người Nam và Bắc Triều Tiên .,I'm able to see a very large number of people from the United States and the United States.,"Also , I realized there was a wide gap between North and South ."
"Chúng tôi đều là người Triều Tiên , nhưng đã trở nên rất khác nhau do hậu quả của 67 năm bị chia cắt .","We're the Latinos, but we've been very different from the 67 years of the war.","We are all Korean , but inside , we have become very different due to 67 years of division ."
Tôi đã trải qua một cuộc khủng hoảng về nguồn gốc của mình .,I went to a very difficult time with my life.,I even went through an identity crisis .
Tôi là người Nam Triều Tiên hay Bắc Triều Tiên ?,Is it the Indian or the Indian?,Am I South Korean or North Korean ?
Tôi đến từ đâu ? và Tôi là ai ?,I'm here? And I'm a man?,Where am I from ? Who am I ?
"Bỗng nhiên , tôi chẳng có một đất nước nào để có thể tự hào gọi là Tổ quốc .",But I have a country that can be called the United States.,"Suddenly , there was no country I could proudly call my own ."
Mặc dù để thích ứng với cuộc sống ở Hàn Quốc thì không dễ chút nào Nhưng tôi đã lập một kế hoạch .,"Then, in the Middle East, I was able to get a little bit of a break.","Even though adjusting to life in South Korea was not easy , I made a plan ."
và bắt đầu học để chuẩn bị cho kì thi đại học .,And then the science started to be taught for the first time.,I started studying for the university entrance exam .
"Tuy vậy , ngay khi tôi vừa mới làm quen với cuộc sống ở đây , thì tôi được báo một tin khủng khiếp .","So, as I'm doing a little bit of a re-election here, I've been able to write a book.","Just as I was starting to get used to my new life , I received a shocking phone call ."
"Chính quyền Bắc Triều Tiên đã phát hiện ra số tiền mà tôi gửi về cho gia đình , và , để trừng phạt , họ sẽ bắt gia đình tôi phải chuyển về một vùng bị cách ly ở nông thôn .","The Constitutional System has created a new system that I call the world, and, in the end, they're going to be able to get me to a new way of forming a new system ","The North Korean authorities intercepted some money that I sent to my family , and , as a punishment , my family was going to be forcibly removed to a desolate location in the countryside ."
"Để họ có thể nhanh chóng thoát ra khỏi đó , tôi bắt đầu lập kế hoạch giúp gia đình mình trốn thoát .","And so they could go back to that, I started to build a new world.","They had to get out quickly , so I started planning how to help them escape ."
Người Bắc Triều Tiên đã phải vượt qua những khoảng cách dường như không tưởng để đến với tự do .,The British government has to deal with the same problems as the one that is not in the case of the government.,North Koreans have to travel incredible distances on the path to freedom .
"Bời vì việc vượt biên từ Bắc sang Nam Triều Tiên gần như là không thể , vì thế , tôi phải bay sang Trung Quốc rồi lại đi ngược về phía biên giới Bắc Triều Tiên .","Because the idea of the Indian language is not so, because I'm flying in China to the Indian language.","It 's almost impossible to cross the border between North Korea and South Korea , so , ironically , I took a flight back to China and I headed toward the North Korean border ."
"Bởi vì gia đình tôi không biết tiếng Trung , nên tôi phải đi cùng mọi người qua 2000 dặm ở Trung Quốc rồi vào đến Đông Nam Á","Because my country doesn 't know the country, so I have to go to the people in 2000 in China to get to the South Pole.","Since my family couldn 't speak Chinese , I had to guide them , somehow , through more than 2,000 miles in China and then into Southeast Asia ."
"Cuộc hành trình bằng xe buýt kéo dài khoảng 1 tuần , và đã vài lần chúng tôi suýt bị bắt .","The first day of the car was a little bit slammed, and we've been slammed.","The journey by bus took one week , and we were almost caught several times ."
"Một lần , xe của chúng tôi bị chặn lại và bị khám xét bởi một cảnh sát Trung quốc .","One day, our car was smashed and smashed with a Chinese flag.","One time , our bus was stopped and boarded by a Chinese police officer ."
"Anh ta thu chứng minh thư của tất cả mọi người , và bắt đầu tra hỏi .","He's a very good man, and he starts to ask.","He took everyone 's I.D. cards , and he started asking them questions ."
"Bởi vì gia đình tôi không hiểu tiếng Trung , nên tôi đã nghĩ rằng họ sẽ bị bắt .","Because my country is not China, so I think they're going to be dead.","Since my family couldn 't understand Chinese , I thought my family was going to be arrested ."
"Khi người cảnh sát Trung Quốc đến gần họ , tôi đã ngay lập tức đứng dậy và nói với anh ta rằng đây là những người câm điếc mà tôi đang phải đi cùng .","When the Chinese government came to them, I was sitting in the room and telling him that these are the people I'm going to be.","As the Chinese officer approached my family , I impulsively stood up , and I told him that these are deaf and dumb people that I was chaperoning ."
"Anh ta nhìn tôi đầy nghi ngờ , nhưng thật may mắn là anh ta tin lời tôi .","He looked at me, but he believed me.","He looked at me suspiciously , but luckily he believed me ."
"Và chúng tôi tiếp tục đi cho tới biên giới Lào , nhung tôi đã phải sử dụng gần như toàn bộ số tiền mà mình có để hối lộ cho những người canh gác biên giới Lào .","And we've been working for the United States, where I've been able to use the entire amount of money that I've been given to the United States.","We made it all the way to the border of Laos , but I had to spend almost all my money to bribe the border guards in Laos ."
"Tuy nhiên , sau khi chúng tôi qua được biên giới , gia đình tôi lại bị bắt vào tù vì tội vượt biên trái phép .",But after we've been a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little,"But even after we got past the border , my family was arrested and jailed for illegal border crossing ."
"Sau khi tôi nộp tiền phạt và đưa hối lộ , gia đình tôi được thả ra trong một tháng , rồi lại bị bắt lần nữa ở thủ đô của Lào","After I went to the hospital and I asked myself, my family was going to be in a room, and then I started to get to the hospital.","After I paid the fine and bribe , my family was released in one month , but soon after , my family was arrested and jailed again in the capital of Laos ."
Đó là thời điểm tuyệt vọng nhất trong cuộc đời tôi .,That's the most important thing in my life.,This was one of the lowest points in my life .
"Tôi đã làm đủ mọi cách để đưa gia đình mình đến với tự do , và chũng tôi gần như đã thành công nhưng họ lại bị bắt trong khi chúng tôi chỉ còn cách đại sứ quán Hàn Quốc một khoảng cách rất ngắn nữa thôi .","I worked in the world to make the world better, and we found that when we were able to make the World's most beautiful, beautiful, beautiful, beautiful, beautiful, beautiful, beautiful,","I did everything to get my family to freedom , and we came so close , but my family was thrown in jail just a short distance from the South Korean embassy ."
"Tôi đi đi về về giữa phòng xuất nhập cảnh và đồn cảnh sát , tuyệt vọng tìm cách để đưa gia đình mình thoát khỏi đó , nhưng tôi không còn đủ tiền để hối lộ hay trả tiền phạt nữa .",I'm going to go to the sands and the sands and the sands and the sands and the sands and the sands and the sands and,"I went back and forth between the immigration office and the police station , desperately trying to get my family out , but I didn 't have enough money to pay a bribe or fine anymore ."
Tôi hoàn toàn tuyệt vọng .,I'm very happy.,I lost all hope .
"Đúng vào lúc đó , có một người đàn ông đã hỏi tôi , "" Có chuyện gì vậy ? ""","And then, there's a guy who asked me, "" What's this? ""","At that moment , I heard one man 's voice ask me , "" What 's wrong ? """
Tôi vô cùng ngạc nhiên khi một người hoàn toàn xa lạ lại quan tâm tới mức hỏi tôi như vậy .,I was very excited when a man was a little bit slammed at me like this.,I was so surprised that a total stranger cared enough to ask .
"Bằng vốn tiếng Anh ít ỏi của mình và một quyển từ điển , tôi đã kể cho cho ông ta nghe hoàn cảnh của gia đình tôi . Không một chút do dự , người đàn ông đó đã đi tới máy ATM. trả tất cả số tiền còn thiếu cho cả gia đình tôi và hai người Bắc Triều Tiên khác để họ được ra tù","And because the English was in my heart and a sense of humor, I was able to tell him that he was in my ATM, and all of the money that he had to give me and two of the other countries","In my broken English , and with a dictionary , I explained the situation , and without hesitating , the man went to the ATM and he paid the rest of the money for my family and two other North Koreans to get out of jail ."
"Tôi đã cám ơn ông ta bằng cả trái tim mình , và tôi cũng hỏi , "" Tại sao ông lại giúp đỡ tôi ? ""","I've been asking him to leave his eyes, and I've asked him, "" Why do he leave me? ""","I thanked him with all my heart , and I asked him , "" Why are you helping me ? """
""" Tôi không giúp đỡ cô , "" Ông ta trả lời .",""" I don 't have her, "" he said.",""" I 'm not helping you , "" he said ."
""" ' Tôi đang giúp người Bắc Triều Tiên . """,""" I'm going to meet the Chinese. """,""" I 'm helping the North Korean people . """
Tôi nhận ra rằng đó là một khoảng khắc có ý nghĩa vô cùng to lớn trong cuộc đời tôi .,I realized that it was a very difficult thing to think about in my life.,I realized that this was a symbolic moment in my life .
"Lòng tốt từ người đàn ông xa lạ trở thành biểu tượng hy vọng mới cho tôi và cả những người dân Bắc Triều Tiên khi mà chúng tôi đang rất cần nó , và ông ta đã cho tôi thấy lòng tốt từ những người xa lạ và sự hỗ trợ của cộng đồng quốc tế chính là những tia hy vọng mà người Bắc Triều Tiên chúng tôi đang tìm kiếm .","The best people in the world who are, and the best people in the world who are, and the best people in the world who are, are the best people in the world who are, and the best people in the world","The kind stranger symbolized new hope for me and the North Korean people when we needed it most , and he showed me the kindness of strangers and the support of the international community are truly the rays of hope we North Korean people need ."
"Cuối cùng , sau một cuộc hành trình dài tôi và gia đình đã được đoàn tụ ở Hàn Quốc , nhưng đến được với tự do mới chỉ là một nửa của cuộc đấu tranh .","Then, after a long time of my life and my family were born in the Middle East, but the only thing that was a part of the world's history.","Eventually , after our long journey , my family and I were reunited in South Korea , but getting to freedom is only half the battle ."
"Rất nhiều người Bắc Triều Tiên đang bị chia cắt với gia đình của họ , và khi họ đến được một đất nước khác , họ phải bắt đầu từ đầu với rất ít hoặc gần như không có tiền bạc .","Many of the Americans are snatching their heads, and when they're snatching their heads, they have to start with a very, very, very, very, very little","Many North Koreans are separated from their families , and when they arrive in a new country , they start with little or no money ."
"Vì thế chúng tôi có thể nhận sự trợ giúp từ cộng đồng quốc tế cho giáo dục , đào tạo tiếng Anh , dạy nghề , và nhiều lĩnh vực khác .","So we can see the impact of the education system, the education system in English, the education system, and many other things.","So we can benefit from the international community for education , English language training , job training , and more ."
"Chúng tôi cũng có thể đóng vai trò như cầu nối giữa những người đang ở trong Bắc Triều Tiên với thế giới bên ngoài , bởi vì có rất nhiều người trong chúng tôi đang giữ liên lạc với những thành viên gia đình khác ở trong nước , và chúng tôi chia sẻ với họ thông tin và tiền bạc để có thể thay đổi Bắc Triều Tiên từ phía trong .","We can go back to the world as people in the Middle East, because there are many people in the Middle East who are working with the Middle East and we can talk to the Middle East and the Middle East to change the world.","We can also act as a bridge between the people inside North Korea and the outside world , because many of us stay in contact with family members still inside , and we send information and money that is helping to change North Korea from inside ."
"Tôi đã vô cùng may mắn khi nhận được rất nhiều sự giúp đỡ và được truyền cảm hứng trong suốt cuộc đời mình , vì vậy tôi muốn mình cũng có thể chung sức để mang đến cho đất nước tôi một cơ hội để phát triển cùng với sự hỗ trợ của quốc tế .","I've been able to do a lot of research and research in my life, so I want to make sure that I have a great opportunity to work with my family.","I 've been so lucky , received so much help and inspiration in my life , so I want to help give aspiring North Koreans a chance to prosper with international support ."
"Tôi tin tưởng rằng các bạn sẽ nhìn thấy ngày càng nhiều người Bắc Triều Tiên thành công ở mọi nơi trên thế giới , kể cả trên sân khấu của TED","I believe that you 'll see a lot of people in the United States who live in the world, in the TED community, in the United States, in the United States, in the United States, in","I 'm confident that you will see more and more North Koreans succeeding all over the world , including the TED stage ."
Cám ơn các bạn .,Thank you.,Thank you .
Hôm nay tôi chỉ có một yêu cầu mà thôi .,I have a very interesting idea.,Today I have just one request .
Xin đừng nói với tôi rằng tôi bình thường .,He said to me that I was a little bit ill.,Please don 't tell me I 'm normal .
Bây giờ tôi muốn giới thiệu các bạn với những người em trai của tôi,"Now I want to ask you to ask my friends, and I want to ask you to ask me, "" What do you want to do with my life? """,Now I 'd like to introduce you to my brothers .
"Remi 22 tuổi , cao ráo và rất đẹp trai ,","Remi 22, a sand and a sand.","Remi is 22 , tall and very handsome ."
"Em không nói được , nhưng em truyền đạt niềm vui theo cách mà ngay cả một số nhà hùng biện giỏi nhất cũng không thể làm được .","I don 't say, but I'm going to show you the way that there are some of the most important things that can 't be done.","He 's speechless , but he communicates joy in a way that some of the best orators cannot ."
Remi biết tình yêu là gì .,Remi knows what's the problem.,Remi knows what love is .
Em chia sẻ nó một cách vô điều kiện dù bất kể ra sao chăng nữa .,It's a way of preventing the extinction of the planet.,He shares it unconditionally and he shares it regardless .
Em ấy không tham lam . Em không phân biệt màu da .,He didn 't. He didn 't know the name.,He 's not greedy . He doesn 't see skin color .
"Em không quan tâm về sự khác biệt tôn giáo , và hãy hiểu rằng : Em ấy chưa từng nói dối .","You don 't know what the other things are, and let's say : You're not talking.","He doesn 't care about religious differences , and get this : He has never told a lie ."
"Khi em hát những bài hát từ thời thơ ấu của chúng tôi , cố gắng nhớ những từ mà đến tôi cũng không thể , em ấy gợi nhớ cho tôi một điều rằng : chúng ta biết ít về bộ não đến như thế nào , và cái ta chưa biết phải tuyệt vời đến thế nào .","When you look at our stories, as I'm afraid, you ask me a question : do we know how to make a difference, and do we know how to make a difference?","When he sings songs from our childhood , attempting words that not even I could remember , he reminds me of one thing : how little we know about the mind , and how wonderful the unknown must be ."
Samuel 16 tuổi . Em cao ráo . Em cũng rất đẹp trai .,Samuel 16. He was born. He was very young.,Samuel is 16 . He 's tall . He 's very handsome .
Em có một trí nhớ cực hoàn hảo .,I have a very different story.,He has the most impeccable memory .
Nhưng cũng là có chọn lọc .,But there's a lot of time.,"He has a selective one , though ."
"Em không nhớ liệu em có xoáy thanh kẹo sô-cô-la của tôi không , nhưng em lại nhớ năm phát hành của từng bài hát trên iPod của tôi , các cuộc nói chuyện giữa chúng tôi từ em mới bốn tuổi , tè lên tay của tôi vào ngày Teletubbies lên sóng tập đầu tiên , và sinh nhật của Lady Gaga .","And I don 't know if my iPods are a little bit like my iPods, but we're talking about my iPods, our phone, my phone, my phone, my phone ","He doesn 't remember if he stole my chocolate bar , but he remembers the year of release for every song on my iPod , conversations we had when he was four , weeing on my arm on the first ever episode of Teletubbies , and Lady Gaga 's birthday ."
Những chuyện này nghe thật tuyệt vời phải không ?,But how do these things sound?,Don 't they sound incredible ?
Nhưng hầu hết mọi người không đồng ý .,But most people don 't.,But most people don 't agree .
"Và thực tế là vì tâm trí của các em tôi không phù hợp với phiên bản xã hội bình thường , các em thường bị cho qua và hiểu lầm .","And the reason for my work is not to ask you questions, but to ask questions.","And in fact , because their minds don 't fit into society 's version of normal , they 're often bypassed and misunderstood ."
"Nhưng điều khiến trái tim tôi nhẹ nhõm hơn và tâm hồn tôi mạnh mẽ hơn là rằng , mặc dù điều này là đúng , dù các em không được coi là bình thường , điều này chỉ có thể có nghĩa rằng : các em thật phi thường -- người tự kỉ và người phi thường .","But what I'm seeing on the screen and what I'm seeing is that, if you're looking at this, you're looking at this, you're looking at this,","But what lifted my heart and strengthened my soul was that even though this was the case , although they were not seen as ordinary , this could only mean one thing : that they were extraordinary -- autistic and extraordinary ."
"Với các bạn không quen lắm với cụm từ ' tự kỉ ' , nó là một rối loạn tổ hợp não bộ mà ảnh hưởng đến khả năng giao tiếp xã hội , học tập và đôi khi những kỷ năng về thể chất .","And you don 't have to worry about the "" sex, "" it's a kind of a kind of a kind of a kind of a kind of a kind of a kind of","Now , for you who may be less familiar with the term "" autism , "" it 's a complex brain disorder that affects social communication , learning and sometimes physical skills ."
"Triệu chứng bệnh ở mỗi cá nhân một khác , đó là lý do tại sao Remi là rất khác Sam .","Everybody in the group, that's why Remi is very different.","It manifests in each individual differently , hence why Remi is so different from Sam ."
"Và trên toàn thế giới , cứ 20 phút lại có thêm một người được chẩn đoán mắc chứng tự kỷ , và mặc dù nó là một trong những chứng rối loạn phát triển với tốc độ nhanh nhất trên thế giới , ta không rõ nguyên nhân hoặc cách chữa trị .","And in the world, 20 percent of the population is a single person, and it's one of the most important things that we've ever seen in the world, we don 't know how to do","And across the world , every 20 minutes , one new person is diagnosed with autism , and although it 's one of the fastest-growing developmental disorders in the world , there is no known cause or cure ."
"Và tôi không thể nhớ thời điểm đầu tiên tôi tiếp cận với chứng tự kỷ , nhưng tôi không thể nhớ một ngày mà không có nó .","And I can 't imagine what I'm going to do with the other, but I can 't imagine a day that I can 't do.","And I cannot remember the first moment I encountered autism , but I cannot recall a day without it ."
Tôi mới ba tuổi khi em tôi ra đời và tôi đã vô cùng phấn khích rằng có thêm một người mới trong đời .,"I've been there for a few months, and I've been able to find out that there's a person in the room.","I was just three years old when my brother came along , and I was so excited that I had a new being in my life ."
"Và sau một vài tháng , tôi nhận ra rằng em khác biệt .","And after a couple of months, I realized that they were different.","And after a few months went by , I realized that he was different ."
Em la hét nhiều .,And he's a lot of fun.,He screamed a lot .
